call_sign,facility_id,service,licensee,status,details
WOEX,23443,FM,"COX RADIO, LLC",LICENSED,Click for Details
WOFX-FM,51725,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WOGK,49962,FM,"SAGA SOUTH COMMUNICATIONS, LLC",LICENSED,Click for Details
WOGL,9622,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WOI-FM,29118,FM,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,LICENSED,Click for Details
WOJL,41899,FM,"PIEDMONT COMMUNICATIONS, INC.",LICENSED,Click for Details
WOJO,67073,FM,TICHENOR LICENSE CORPORATION,LICENSED,Click for Details
WOKV-FM,72081,FM,"COX RADIO, LLC",LICENSED,Click for Details
WOLF-FM,7716,FM,"FOXFUR COMMUNICATIONS, LLC",LICENSED,Click for Details
WOLL,32969,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WOLS,68809,FM,"GHB OF WAXHAW, LLC",LICENSED,Click for Details
WOLT,59589,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WOLX-FM,60236,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WOLZ,13898,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WOMC,28623,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WOMG,37200,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WOMR,38905,FM,"LOWER CAPE COMMUNICATIONS, INC.",LICENSED,Click for Details
WOMX-FM,47746,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WOOD-FM,25086,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WORT,3596,FM,"BACK PORCH RADIO BROADCASTING, INC.",LICENSED,Click for Details
WORX-FM,17622,FM,"DUBOIS COUNTY BROADCASTING, INC.",LICENSED,Click for Details
WOSA,28644,FM,THE OHIO STATE UNIVERSITY,LICENSED,Click for Details
WOSB,66193,FM,THE OHIO STATE UNIVERSITY,LICENSED,Click for Details
WOSE,66192,FM,THE OHIO STATE UNIVERSITY,LICENSED,Click for Details
WOSF,23006,FM,"GAFFNEY BROADCASTING, LLC",LICENSED,Click for Details
WOSL,57353,FM,"BLUE CHIP BROADCASTING LICENSES, LTD.",LICENSED,Click for Details
WOSR,70848,FM,WAMC,LICENSED,Click for Details
WOSU-FM,66191,FM,THE OHIO STATE UNIVERSITY,LICENSED,Click for Details
WOSV,66184,FM,THE OHIO STATE UNIVERSITY,LICENSED,Click for Details
WOVO,48702,FM,"SOKY RADIO, LLC",LICENSED,Click for Details
WOWI,69558,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WOXL-FM,37242,FM,"SAGA COMMUNICATIONS OF NORTH CAROLINA, LLC",LICENSED,Click for Details
WOXM,174578,FM,VERMONT PUBLIC CO.,LICENSED,Click for Details
WOXR,78628,FM,VERMONT PUBLIC CO.,LICENSED,Click for Details
WPAP,61252,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WPAW,40752,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WPBB,18527,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WPDH,71514,FM,"Townsquare License, LLC",LICENSED,Click for Details
WPEG,6586,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WPEN,47427,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WPGB,18511,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WPGC-FM,28632,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WPHI-FM,30572,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WPKT,13618,FM,"CONNECTICUT PUBLIC BROADCASTING, INC.",LICENSED,Click for Details
WPKV,21214,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WPLJ,73887,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WPLN-FM,53821,FM,NASHVILLE PUBLIC RADIO,LICENSED,Click for Details
WPLR,46968,FM,"CONNOISSEUR MEDIA LICENSES, LLC",LICENSED,Click for Details
WPNE,63060,FM,STATE OF WISCONSIN - EDUCATIONAL COMMUNICATIONS BOARD,LICENSED,Click for Details
WPOC,47747,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WPOI,66013,FM,"COX RADIO, LLC",LICENSED,Click for Details
WPOW,73893,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WPOZ,9876,FM,"CENTRAL FLORIDA EDUCATIONAL FOUNDATION, INC.",LICENSED,Click for Details
WPPR,23949,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WPPZ-FM,12211,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WPRB,53567,FM,"PRINCETON BROADCASTING SERVICE, INC.",LICENSED,Click for Details
WPRM-FM,2875,FM,ARSO RADIO CORPORATION,LICENSED,Click for Details
WPRO-FM,64841,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WPRS-FM,74212,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WPRT-FM,43630,FM,"WYCQ, INC.",LICENSED,Click for Details
WPRW-FM,46967,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WPSR,20032,FM,EVANSVILLE-VANDERBURGH SCHOOL CORP.,LICENSED,Click for Details
WPSU,66239,FM,THE PENNSYLVANIA STATE UNIVERSITY,LICENSED,Click for Details
WPSX,66240,FM,THE PENNSYLVANIA STATE UNIVERSITY,LICENSED,Click for Details
WPTE,64004,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WPTI,55754,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WPVQ-FM,54780,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WPWX,17304,FM,"DONTRON, INC.",LICENSED,Click for Details
WPXC,54620,FM,Coxswain Media LLC,LICENSED,Click for Details
WPXY-FM,53966,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WPYA,71417,FM,"SM-WZNN, LLC",LICENSED,Click for Details
WPYO,1186,FM,"WPYO LICENSING, INC.",LICENSED,Click for Details
WPYX,73911,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WPZE,24562,FM,NEW MABLETON BROADCASTING CORPORATION,LICENSED,Click for Details
WPZS,52553,FM,"RADIO ONE OF NORTH CAROLINA, LLC",LICENSED,Click for Details
WQAL,72889,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WQBK-FM,6613,FM,"TOWNSQUARE MEDIA OF ALBANY, INC.",LICENSED,Click for Details
WQCS,28545,FM,INDIAN RIVER STATE COLLEGE,LICENSED,Click for Details
WQDR-FM,9076,FM,"CAROLINA MEDIA GROUP, INC.",LICENSED,Click for Details
WQED-FM,54002,FM,WQED MULTIMEDIA,LICENSED,Click for Details
WQEL,7112,FM,"FRANKLIN COMMUNICATIONS, INC.",LICENSED,Click for Details
WQEN,22997,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WQGN-FM,10455,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WQHT,19615,FM,MEDIACO WQHT LICENSE LLC,LICENSED,Click for Details
WQIK-FM,29728,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WQIQ,172441,FM,"VIRGINIA TECH FOUNDATION, INC.",LICENSED,Click for Details
WQKS-FM,43628,FM,BLUEWATER BROADCASTING COMPANY LLC,LICENSED,Click for Details
WQKX,63890,FM,SUNBURY BROADCASTING CORPORATION,LICENSED,Click for Details
WQLK,6749,FM,BREWER BROADCASTING CORPORATION,LICENSED,Click for Details
WQMF,50763,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WQMG,47078,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WQMP,73137,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WQMZ,10653,FM,"TIDEWATER COMMUNICATIONS, LLC",LICENSED,Click for Details
WQNQ,71341,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WQNS,41008,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WQNU,20332,FM,"SM-WQNU, LLC",LICENSED,Click for Details
WQNY,32390,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WQOK,69559,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WQPO,39492,FM,"TIDEWATER COMMUNICATIONS, LLC",LICENSED,Click for Details
WQPR,65441,FM,UNIVERSITY OF ALABAMA,LICENSED,Click for Details
WQQK,52521,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WQQO,42127,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WQRV,19456,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WQSO,53388,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WQSR,63778,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WQSU,64184,FM,SUSQUEHANNA UNIVERSITY,LICENSED,Click for Details
WQUB,54282,FM,THE CURATORS OF THE UNIVERSITY OF MISSOURI,LICENSED,Click for Details
WQUE-FM,11915,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WQXK,37548,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WQXR-FM,46978,FM,NEW YORK PUBLIC RADIO,LICENSED,Click for Details
WQYK-FM,28619,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WRAL,73920,FM,"WRAL-FM, INC.",LICENSED,Click for Details
WRAS,23959,FM,GEORGIA STATE UNIVERSITY,LICENSED,Click for Details
WRAT,59530,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WRBN,56201,FM,SUTTON RADIOCASTING CORPORATION,LICENSED,Click for Details
WRBQ-FM,11943,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WRBS-FM,52353,FM,"PETER & JOHN RADIO FELLOWSHIP, INC.",LICENSED,Click for Details
WRBT,54019,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRCH,1910,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WRCJ-FM,6056,FM,DETROIT CLASSICAL AND JAZZ EDUCATIONAL RADIO LLC,LICENSED,Click for Details
WRCL,78673,FM,"TOWNSQUARE MEDIA OF FLINT, INC.",LICENSED,Click for Details
WRCM,12400,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WRDG,63406,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRDU,74125,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRDX,4676,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WREE,41592,FM,"SAGA COMMUNICATIONS OF ILLINOIS, LLC",LICENSED,Click for Details
WREK,54536,FM,"RADIO COMMUNICATIONS BOARD, GEORGIA INSTITUTE OF TECHNOLOGY",LICENSED,Click for Details
WREW,73369,FM,"CINCINNATI FCC LICENSE SUB, LLC",LICENSED,Click for Details
WRFF,53969,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRFQ,38901,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRFT,22366,FM,FRANKLIN TOWNSHIP COMMUNITY SCHOOL CORP.,LICENSED,Click for Details
WRFX,53970,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRFY-FM,69562,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRGC-FM,173100,FM,GEORGIA COLLEGE & STATE UNIVERSITY,LICENSED,Click for Details
WRGV,63931,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRHD,26020,FM,"INNER BANKS MEDIA, LLC",LICENSED,Click for Details
WRHM,50776,FM,"OUR THREE SONS BROADCASTING, LLP",LICENSED,Click for Details
WRIF,11278,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WRIT-FM,60233,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRKF,53834,FM,PUBLIC RADIO INC.,LICENSED,Click for Details
WRKH,53142,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRKV,60028,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WRLX,36544,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRMF,20436,FM,"WPB FCC LICENSE SUB, LLC",LICENSED,Click for Details
WRNB,25079,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WRNO-FM,54890,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRNW,26609,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRNX,25906,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WROO,25240,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WROR-FM,20438,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WROV-FM,37747,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRQK-FM,8550,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRQM,49158,FM,"WUNC PUBLIC RADIO, LLC",LICENSED,Click for Details
WRQN,22676,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WRQT,36208,FM,"FAMILY RADIO, INC.",LICENSED,Click for Details
WRR,11451,FM,"CITY OF DALLAS, TEXAS",LICENSED,Click for Details
WRRK,72333,FM,"WPNT MEDIA SUBSIDIARY, LLC",LICENSED,Click for Details
WRRM,3142,FM,RADIO LICENSE HOLDING SRC LLC,LICENSED,Click for Details
WRSY,17797,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WRTE,10794,FM,CHICAGO PUBLIC MEDIA,LICENSED,Click for Details
WRTI,65190,FM,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER ED,LICENSED,Click for Details
WRTJ,90653,FM,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER ED,LICENSED,Click for Details
WRTL,65177,FM,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER ED,LICENSED,Click for Details
WRTO-FM,37253,FM,"UNIVISION RADIO STATIONS GROUP, INC.",LICENSED,Click for Details
WRTQ,65176,FM,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER ED,LICENSED,Click for Details
WRTU,69090,FM,UNIVERSITY OF PUERTO RICO,LICENSED,Click for Details
WRTX,65181,FM,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER ED,LICENSED,Click for Details
WRTY,65178,FM,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER ED,LICENSED,Click for Details
WRUB,48672,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRUM,59976,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRUO,69434,FM,UNIVERSITY OF PUERTO RICO,LICENSED,Click for Details
WRUR-FM,69138,FM,UNIVERSITY OF ROCHESTER BROADCAST CORP.,LICENSED,Click for Details
WRVD,63131,FM,STATE UNIVERSITY OF NEW YORK,LICENSED,Click for Details
WRVE,15330,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRVF,62188,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRVO,63115,FM,STATE UNIVERSITY OF NEW YORK,LICENSED,Click for Details
WRVQ,11963,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WRVR,34375,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WRVS-FM,19249,FM,ELIZABETH CITY STATE UNIVERSITY,LICENSED,Click for Details
WRVT,69953,FM,VERMONT PUBLIC CO.,LICENSED,Click for Details
WRVV,15324,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRVW,59824,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WRWA,68185,FM,TROY UNIVERSITY,LICENSED,Click for Details
WRXK-FM,73976,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WRXL,11961,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WRXR-FM,72375,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WRXS,67484,FM,"LAKEFRONT COMMUNICATIONS, LLC",LICENSED,Click for Details
WRXT,70358,FM,"POSITIVE ALTERNATIVE RADIO, INC.",LICENSED,Click for Details
WSB-FM,73978,FM,"COX RADIO, LLC",LICENSED,Click for Details
WSBB-FM,11710,FM,"COX RADIO, LLC",LICENSED,Click for Details
WSBH,166009,FM,"WSBH FM, LLC",LICENSED,Click for Details
WSCC-FM,31939,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WSCD-FM,42940,FM,MINNESOTA PUBLIC RADIO,LICENSED,Click for Details
WSCI,60950,FM,SOUTH CAROLINA EDUCATIONAL TV COMMISSION,LICENSED,Click for Details
WSCN,42975,FM,MINNESOTA PUBLIC RADIO,LICENSED,Click for Details
WSDF,53593,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WSFL-FM,70497,FM,"CMG COASTAL CAROLINA, LLC",LICENSED,Click for Details
WSFS,29567,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WSGN,704,FM,"MARBLE CITY MEDIA, LLC",LICENSED,Click for Details
WSHE-FM,10059,FM,"CHICAGO FCC LICENSE SUB, LLC",LICENSED,Click for Details
WSHP-FM,73239,FM,"RADIO TRAINING NETWORK, INC.",LICENSED,Click for Details
WSHU-FM,58515,FM,"SACRED HEART UNIVERSITY, INC.",LICENSED,Click for Details
WSIM,55269,FM,"COMMUNITY BROADCASTERS, LLC",LICENSED,Click for Details
WSIU,61309,FM,BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY,LICENSED,Click for Details
WSIX-FM,59815,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WSJO,57357,FM,"Townsquare License, LLC",LICENSED,Click for Details
WSJR,43969,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WSKG-FM,74039,FM,WSKG PUBLIC TELECOMMUNICATIONS COUNCIL,LICENSED,Click for Details
WSKY-FM,23352,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WSLY,24820,FM,"GRANTELL BROADCASTING, LLC",LICENSED,Click for Details
WSMW,71272,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WSNE-FM,74069,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WSNI,9795,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WSNX-FM,24644,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WSNY,22339,FM,"FRANKLIN COMMUNICATIONS, INC.",LICENSED,Click for Details
WSOC-FM,20339,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WSOF,39596,FM,MADISONVILLE BAPTIST TEMPLE INC.,LICENSED,Click for Details
WSOL-FM,23830,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WSOU,59707,FM,SETON HALL UNIVERSITY,LICENSED,Click for Details
WSOX,55351,FM,RADIO LICENSE HOLDING SRC LLC,LICENSED,Click for Details
WSPA-FM,66400,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WSQE,74030,FM,WSKG PUBLIC TELECOMMUNICATIONS COUNCIL,LICENSED,Click for Details
WSQG-FM,74054,FM,WSKG PUBLIC TELECOMMUNICATIONS COUNCIL,LICENSED,Click for Details
WSRB,6590,FM,"DONTRON, INC.",LICENSED,Click for Details
WSRS,35225,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WSRV,59970,FM,"COX RADIO, LLC",LICENSED,Click for Details
WSRZ-FM,48673,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WSSB-FM,60972,FM,SOUTH CAROLINA STATE UNIVERSITY,LICENSED,Click for Details
WSSL-FM,59819,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WSSR,62240,FM,Alpha Media Licensee LLC,LICENSED,Click for Details
WSTR,30822,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WSTW,16459,FM,"FM RADIO LICENSES, LLC",LICENSED,Click for Details
WSUF,58516,FM,"SACRED HEART UNIVERSITY, INC.",LICENSED,Click for Details
WSUN,67136,FM,"WSUN LICENSING, INC.",LICENSED,Click for Details
WSVH,23926,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WSYR-FM,25018,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTAK-FM,25383,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTAX-FM,9964,FM,"SAGA COMMUNICATIONS OF ILLINOIS, LLC",LICENSED,Click for Details
WTBI-FM,64496,FM,TABERNACLE BAPTIST BIBLE COLLEGE,LICENSED,Click for Details
WTBU,35218,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTCC,62018,FM,SPRINGFIELD TECHNICAL COMMUNITY COLLEGE,LICENSED,Click for Details
WTDY-FM,51434,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WTEB,14356,FM,CRAVEN COMMUNITY COLLEGE,LICENSED,Click for Details
WTFX-FM,37753,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTGE,70022,FM,"GUARANTY BROADCASTING COMPANY OF BATON ROUGE, LLC",LICENSED,Click for Details
WTHT,24949,FM,"WBIN MEDIA CO., INC.",LICENSED,Click for Details
WTIC-FM,66465,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WTJB,68186,FM,TROY UNIVERSITY,LICENSED,Click for Details
WTJX-FM,184714,FM,VIRGIN ISLANDS PUBLIC BROADCASTING SYSTEM,LICENSED,Click for Details
WTKD,67615,FM,Delmarva Educational Association,LICENSED,Click for Details
WTKK,73936,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTKS-FM,53457,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTKW,22234,FM,GALAXY SYRACUSE LICENSEE LLC (NEW),LICENSED,Click for Details
WTKX-FM,61243,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTLC-FM,25071,FM,"RADIO ONE OF INDIANA, LLC",LICENSED,Click for Details
WTLP,47105,FM,"WASHINGTON DC FCC LICENSE SUB, LLC",LICENSED,Click for Details
WTMD,67461,FM,"WYPR License Holding, LLC",LICENSED,Click for Details
WTMP-FM,15239,FM,"NIA BROADCASTING, INC.",LICENSED,Click for Details
WTMT,72070,FM,"SAGA COMMUNICATIONS OF NORTH CAROLINA, LLC",LICENSED,Click for Details
WTMX,6377,FM,"CHICAGO FCC LICENSE SUB, LLC",LICENSED,Click for Details
WTOD,67275,FM,Delmarva Educational Association,LICENSED,Click for Details
WTOH,73972,FM,"SALEM MEDIA OF OHIO, INC.",LICENSED,Click for Details
WTOP-FM,11845,FM,"WASHINGTON DC FCC LICENSE SUB, LLC",LICENSED,Click for Details
WTPA-FM,54021,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WTPT,4677,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WTQR,58392,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTRC-FM,48911,FM,PATHFINDER COMMUNICATIONS CORPORATION,LICENSED,Click for Details
WTRY-FM,8563,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTSS,34382,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WTSU,68187,FM,TROY UNIVERSITY,LICENSED,Click for Details
WTTS,59141,FM,"SARKES TARZIAN, INC.",LICENSED,Click for Details
WTUE,1909,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTVR-FM,54387,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WTXT,68418,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WTZB,59127,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WUAL-FM,69168,FM,UNIVERSITY OF ALABAMA,LICENSED,Click for Details
WUBE-FM,10140,FM,"CINCINNATI FCC LICENSE SUB, LLC",LICENSED,Click for Details
WUBL,29735,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WUBT,34387,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WUCF-FM,69229,FM,UNIVERSITY OF CENTRAL FLORIDA,LICENSED,Click for Details
WUCS,46965,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WUCX-FM,9921,FM,CENTRAL MICHIGAN UNIVERSITY,LICENSED,Click for Details
WUFT-FM,66604,FM,"BOARD OF TRUSTEES, UNIVERSITY OF FLORIDA",LICENSED,Click for Details
WUGA,22982,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WUIS,59012,FM,BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,LICENSED,Click for Details
WUMB-FM,66578,FM,UNIVERSITY OF MASSACHUSETTS,LICENSED,Click for Details
WUMJ,3105,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WUMR,53973,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WUNC,66581,FM,"WUNC PUBLIC RADIO, LLC",LICENSED,Click for Details
WUNV,23919,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WUNY,53735,FM,PUBLIC BROADCASTING COUNCIL OF CENTRAL NEW YORK,LICENSED,Click for Details
WUOL-FM,69113,FM,"KENTUCKY PUBLIC RADIO, INC.",LICENSED,Click for Details
WUOM,66319,FM,REGENTS OF THE UNIVERSITY OF MICHIGAN,LICENSED,Click for Details
WUOT,69161,FM,UNIVERSITY OF TENNESSEE,LICENSED,Click for Details
WURV,37230,FM,"SM-WURV, LLC",LICENSED,Click for Details
WUSC-FM,66603,FM,UNIVERSITY OF SOUTH CAROLINA,LICENSED,Click for Details
WUSF,69122,FM,UNIVERSITY OF SOUTH FLORIDA BOARD OF TRUSTEES,LICENSED,Click for Details
WUSH,78447,FM,"COMMONWEALTH BROADCASTING, L.L.C.",LICENSED,Click for Details
WUSL,20349,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WUSN,28620,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WUSQ-FM,74160,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WUSY,12315,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WUTC,69325,FM,UNIVERSITY OF TENNESSEE,LICENSED,Click for Details
WUUB,24143,FM,"GOOD KARMA BROADCASTING, LLC",LICENSED,Click for Details
WUWF,66570,FM,THE UNIVERSITY OF WEST FLORIDA,LICENSED,Click for Details
WUWG,71602,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WUWM,4285,FM,"BOARD OF REGENTS, UNIVERSITY OF WISCONSIN SYSTEM",LICENSED,Click for Details
WUWS,176548,FM,BOARD OF REGENTS OF THE UNIVERSITY OF WISCONSIN SYSTEM,LICENSED,Click for Details
WVAQ,71677,FM,WEST VIRGINIA RADIO CORPORATION,LICENSED,Click for Details
WVAS,727,FM,ALABAMA STATE UNIVERSITY (ASU),LICENSED,Click for Details
WVAZ,6588,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WVBA,175088,FM,VERMONT PUBLIC CO.,LICENSED,Click for Details
WVBE-FM,9690,FM,"MEL WHEELER, INC.",LICENSED,Click for Details
WVBV,122809,FM,"HOPE CHRISTIAN CHURCH OF MARLTON, INC.",LICENSED,Click for Details
WVBY,71689,FM,WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY,LICENSED,Click for Details
WVBZ,501,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WVCP,70470,FM,VOLUNTEER STATE COMMUNITY COLLEGE,LICENSED,Click for Details
WVDS,71659,FM,WEST VIRGINIA EDUCATIONAL BROADCASTING AUTHORITY,LICENSED,Click for Details
WVEE,63776,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
