STATE,AWARD,RECIPIENT,NAME,SESSION,YEAR
CT,870802.06,413,Wesleyan University,1999-00,1999
CT,1164713,638,Western Connecticut State University,1999-00,1999
CT,13025,6,Windham Community Memorial Hospital Program of Radiologic Technology,1999-00,1999
CT,16014,9,Windham Regional Vocational Technical School,1999-00,1999
CT,1345505,631,Yale University,1999-00,1999
DC,1384143.43,717,American University,1999-00,1999
DC,717717,364,Catholic University of America,1999-00,1999
DC,265352,124,Corcoran College of Art and Design,1999-00,1999
DC,777832.5,417,Gallaudet University,1999-00,1999
DC,1675104,874,George Washington University,1999-00,1999
DC,1484386.26,699,Georgetown University,1999-00,1999
DC,143195,70,Harrison Center for Career Education,1999-00,1999
DC,4629697.69,2118,Howard University,1999-00,1999
DC,8512,4,National Conservatory of Dramatic Arts,1999-00,1999
DC,381703,222,Southeastern University,1999-00,1999
DC,804660,434,Trinity College,1999-00,1999
DC,2123377.04,1191,University of the District of Columbia,1999-00,1999
DE,20563,8,Beebe School of Nursing,1999-00,1999
DE,2497034.68,1224,Delaware State University,1999-00,1999
DE,1526563.48,1106,Delaware Technical & Community College,1999-00,1999
DE,828583.29,615,Delaware Technical & Community College,1999-00,1999
DE,1640308.04,1234,Delaware Technical & Community College - Owens Campus,1999-00,1999
DE,290549,163,Goldey Beacom College,1999-00,1999
DE,2492499,1454,University of Delaware,1999-00,1999
DE,710045,379,Wesley College,1999-00,1999
DE,754348.66,466,Wilmington College,1999-00,1999
FL,343409,237,Academy for Practical Nursing and Health Occupation,1999-00,1999
FL,298479,170,Atlantic Vocational Technical Center,1999-00,1999
FL,2844315.33,1559,Barry University,1999-00,1999
FL,4422423,1895,Bethune Cookman College,1999-00,1999
FL,4131163,2378,Brevard Community College,1999-00,1999
FL,11680309,6713,Broward Community College,1999-00,1999
FL,2823557.01,1699,Central Florida Community College,1999-00,1999
FL,227510,137,Charlotte Vocational Technical Center,1999-00,1999
FL,1029982,552,Chipola Junior College,1999-00,1999
FL,1773719,1059,City College,1999-00,1999
FL,348226,243,City College,1999-00,1999
FL,377343,210,Clearwater Christian College,1999-00,1999
FL,766611.55,638,D. G. Erwin Technical Center,1999-00,1999
FL,6150864,3847,Daytona Beach Community College,1999-00,1999
FL,820318,445,Eckerd College,1999-00,1999
FL,2929507.26,1755,Edison Community College,1999-00,1999
FL,1292175.75,545,Edward Waters College,1999-00,1999
FL,3744829.97,2250,Embry-Riddle Aeronautical University,1999-00,1999
FL,187430.5,171,First Coast Technical Institute,1999-00,1999
FL,624363,366,Flagler College,1999-00,1999
FL,10455235.71,4718,Florida Agricultural & Mechanical Univ,1999-00,1999
FL,7242996.59,3863,Florida Atlantic University,1999-00,1999
FL,689391.5,327,Florida Baptist Theological College,1999-00,1999
FL,181086,97,Florida Christian College,1999-00,1999
FL,182959.46,97,Florida College,1999-00,1999
FL,8538951.8,5107,Florida Community College at Jacksonville,1999-00,1999
FL,1198024.94,650,Florida Gulf Coast University,1999-00,1999
FL,321741,182,Florida Hospital College of Health Sciences,1999-00,1999
FL,830886,426,Florida Institute of Technology,1999-00,1999
FL,13041419.91,6924,Florida International University,1999-00,1999
FL,336362,207,Florida Keys Community College,1999-00,1999
FL,3806527.84,1610,Florida Memorial College,1999-00,1999
FL,957867.94,499,Florida Southern College,1999-00,1999
FL,11927142.29,6115,Florida State University,1999-00,1999
FL,437028.27,347,George Stone Area Vocational Technical Center,1999-00,1999
FL,187337,156,George t Baker Aviation School,1999-00,1999
FL,3017020.14,2017,Gulf Coast Community College,1999-00,1999
FL,145168.45,134,Henry W. Brewster Technical Center,1999-00,1999
FL,6871454.59,4022,Hillsborough Community College,1999-00,1999
FL,69518.5,36,Hobe Sound Bible College,1999-00,1999
FL,2637167,1564,Indian River Community College,1999-00,1999
FL,1047295,587,International College,1999-00,1999
FL,125208,71,International Training Careers,1999-00,1999
FL,963917.71,505,Jacksonville University,1999-00,1999
FL,1068896,649,Jones College,1999-00,1999
FL,1108654,633,Lake City Community College,1999-00,1999
FL,174954,125,Lake Technical Center,1999-00,1999
FL,960163.08,604,Lake-Sumter Community College,1999-00,1999
FL,293083,174,Lee County High Technical Center Central,1999-00,1999
FL,100922,75,Lee County High Technical Center North,1999-00,1999
FL,235845,191,Lindsey Hopkins Technical Education,1999-00,1999
FL,328939,247,Lively Technical Center,1999-00,1999
FL,129932,70,Lorenzo Walker Institute of Technology,1999-00,1999
FL,568831,280,Lynn University,1999-00,1999
FL,3655995.33,2201,Manatee Community College,1999-00,1999
FL,289086.8,193,Manattee Technical Institute,1999-00,1999
FL,50351,19,Marion County School of Radiologic Technology Education Center,1999-00,1999
FL,48152.39,22,Mercy Hospital School of Practical Nursing,1999-00,1999
FL,286873,236,Miami Lakes Technical Education Center,1999-00,1999
FL,43482335.07,23983,Miami-Dade Community College,1999-00,1999
FL,786117.5,412,North Florida Community College,1999-00,1999
FL,85775,60,North Technical Education Center,1999-00,1999
FL,2768104,1456,Nova Southeastern University,1999-00,1999
FL,164514.45,109,Okaloosa Applied Technology Center,1999-00,1999
FL,2134096.83,1397,Okaloosa Walton Community College,1999-00,1999
FL,342357,220,Orange Technical Education Centers - Orlando Technical,1999-00,1999
FL,91128.1,70,Orange Technical Education Centers - Westside Tech,1999-00,1999
FL,143194,123,Otec Mid-Florida Technical Institute,1999-00,1999
FL,215910.4,167,Otec Winter Park Tech,1999-00,1999
FL,1121752.46,587,Palm Beach Atlantic College,1999-00,1999
FL,4317089.14,2671,Palm Beach Community College,1999-00,1999
FL,3086817.06,1891,Pasco-Hernando Community College,1999-00,1999
FL,6175858.11,3794,Pensacola Junior College,1999-00,1999
FL,585205.23,287,Pinellas Technical Education Center,1999-00,1999
FL,773086.37,386,Pinellas Technical Education Center - Clearwater,1999-00,1999
FL,1998394.33,1096,Polk Community College,1999-00,1999
FL,134956,113,Radford Locklin  Technical Center,1999-00,1999
FL,109721,83,Ridge Technical Center,1999-00,1999
FL,453694,216,Ringling School of Art & Design,1999-00,1999
FL,233426,210,Robert Morgan Vocational Technical Institute,1999-00,1999
FL,949244.75,504,Rollins College,1999-00,1999
FL,31536,12,Saint John Vianney College Seminary,1999-00,1999
FL,1240653.74,776,Saint Johns River Community College,1999-00,1999
FL,3489857.1,2082,Saint Leo College,1999-00,1999
FL,7138441.83,4321,Saint Petersburg Junior College,1999-00,1999
FL,1088152.66,541,Saint Thomas University,1999-00,1999
FL,5542875.11,3060,Santa Fe Community College,1999-00,1999
FL,163303,94,Sarasota County Technical Institute,1999-00,1999
FL,2924553.18,1922,Seminole Community College,1999-00,1999
FL,43522,34,Ser/Ibm Business Institute,1999-00,1999
FL,615211,320,Sheridan Vocational-Technical Center,1999-00,1999
FL,1231062,753,South Florida Community College,1999-00,1999
FL,67963,57,South Technical Education Center,1999-00,1999
FL,791999.39,432,Southeastern College of the Assemblies of God,1999-00,1999
FL,1439207.5,888,Southwest Florida College of Business,1999-00,1999
FL,14032,15,Spurgeon Baptist Bible College,1999-00,1999
FL,1006730,503,Stetson University,1999-00,1999
FL,123074,85,Suwannee-Hamilton Technical Center,1999-00,1999
FL,5466895,2840,Tallahassee Community College,1999-00,1999
FL,15625,5,Talmudic College of Florida,1999-00,1999
FL,176396.83,106,Taylor Technical Institute,1999-00,1999
FL,93681,63,Technical Education Center Osceola,1999-00,1999
FL,3501712.83,2001,The University of West Florida,1999-00,1999
FL,175622,149,Tom p Haney Vo-Technical Center,1999-00,1999
FL,225857,115,Traviss Technical Center,1999-00,1999
FL,263874.5,144,Trinity Baptist College,1999-00,1999
FL,98959,63,Trinity College of Florida,1999-00,1999
FL,10988325.77,5916,University of Central Florida,1999-00,1999
FL,13729822.78,7113,University of Florida,1999-00,1999
FL,4080634.71,1930,University of Miami,1999-00,1999
FL,3294752.48,1827,University of North Florida,1999-00,1999
FL,12885565.7,6886,University of South Florida,1999-00,1999
FL,1426859,754,University of Tampa,1999-00,1999
FL,9857098.64,5853,Valencia Community College,1999-00,1999
FL,768518.91,395,Warner Southern College,1999-00,1999
FL,249149.47,187,Washington Holmes Technical Center,1999-00,1999
FL,197150.51,98,Webber College,1999-00,1999
FL,343707,227,William t Mcfatter Vocational-Technical Center,1999-00,1999
FL,119738,85,Withacoochee Technical Institute,1999-00,1999
FL,73150,27,Yeshiva Gedolah Rabbinical College,1999-00,1999
FM,4390351,1838,College of Micronesia - Fsm,1999-00,1999
GA,1977408.33,1164,Abraham Baldwin Agricultural College,1999-00,1999
GA,435530,204,Agnes Scott College,1999-00,1999
GA,4744774.4,2057,Albany State University,1999-00,1999
GA,1267578.3,1391,Albany Technical Institute,1999-00,1999
GA,341217,415,Altamaha Technical Institute,1999-00,1999
GA,320963.38,154,Andrew College,1999-00,1999
GA,3576065.8,2028,Armstrong Atlantic State University,1999-00,1999
GA,828914,790,Athens Area Technical Institute,1999-00,1999
GA,263882,141,Atlanta Christian College,1999-00,1999
GA,243419.96,133,Atlanta College of Art,1999-00,1999
GA,2093916.65,1172,Atlanta Metropolitan College,1999-00,1999
GA,1655282,1359,Atlanta Technical Institute,1999-00,1999
GA,3385407.91,1821,Augusta Stste University,1999-00,1999
GA,1560527,1372,Augusta Technical Institute,1999-00,1999
GA,956207.76,649,Bainbridge College,1999-00,1999
GA,22969,20,Beacon College,1999-00,1999
GA,622491.01,337,Berry College,1999-00,1999
GA,406430.32,204,Beulah Heights Bible College,1999-00,1999
GA,870819.71,498,Brenau University,1999-00,1999
GA,1055773.54,577,Brewton Parker College,1999-00,1999
GA,484493,625,Carroll Technical Institute,1999-00,1999
GA,885083,1155,Chattahoochee Technical Institute,1999-00,1999
GA,4372041.88,1988,Clark Atlanta University,1999-00,1999
GA,2276508.88,1402,Clayton College & State University,1999-00,1999
GA,1029295,728,Coastal Georgia Community College,1999-00,1999
GA,2816147.21,1597,Columbus State University,1999-00,1999
GA,908186,1034,Columbus Technical Institute,1999-00,1999
GA,793015,970,Coosa Valley Technical Institute,1999-00,1999
GA,593734.47,331,Covenant College,1999-00,1999
GA,1264041.29,907,Dalton College,1999-00,1999
GA,1801879.24,1165,Darton College,1999-00,1999
GA,1191471.68,1411,Dekalb Technical Institute,1999-00,1999
GA,514751,459,East Central Technical Institute,1999-00,1999
GA,956546.94,551,East Georgia College,1999-00,1999
GA,600982,309,Emmanuel College,1999-00,1999
GA,1531895,761,Emory University,1999-00,1999
GA,464449,499,Flint River Technical Institute,1999-00,1999
GA,1199591.23,799,Floyd Junior College,1999-00,1999
GA,3910369,1735,Fort Valley State University,1999-00,1999
GA,951995.93,658,Gainesville College,1999-00,1999
GA,193156,100,Georgia Baptist College of Nursing,1999-00,1999
GA,1976976,1029,Georgia College & State University,1999-00,1999
GA,2633281.8,1390,Georgia Institute of Technology,1999-00,1999
GA,2265742,1468,Georgia Military College,1999-00,1999
GA,5888371.18,3679,Georgia Perimeter College,1999-00,1999
GA,8282105.57,4006,Georgia Southern University,1999-00,1999
GA,1693136,875,Georgia Southwestern State University,1999-00,1999
GA,7665791.9,4549,Georgia State University,1999-00,1999
GA,1556938.45,971,Gordon College,1999-00,1999
GA,34603,19,Grady Health System,1999-00,1999
GA,402495,516,Griffin Technical Institute,1999-00,1999
GA,252052,132,Gupton - Jones College,1999-00,1999
GA,388863,389,Gwinnett Technical Institute,1999-00,1999
GA,386429,438,Heart of Georgia Technical Institute,1999-00,1999
GA,3532346.29,2089,Kennesaw State University,1999-00,1999
GA,527860,267,La Grange College,1999-00,1999
GA,322618,400,Lanier Technical Institute,1999-00,1999
GA,411035,226,Life University,1999-00,1999
GA,25213,20,Luther Rice Seminary,1999-00,1999
GA,2244306.22,1505,Macon State College,1999-00,1999
GA,3098300,2749,Macon Technical Institute,1999-00,1999
GA,224819,128,Medical College of Georgia,1999-00,1999
GA,2571572.71,1302,Mercer University,1999-00,1999
GA,1602956.33,891,Middle Georgia College,1999-00,1999
GA,714220.48,830,Middle Georgia Technical Institute,1999-00,1999
GA,2109772.5,998,Morehouse College,1999-00,1999
GA,2997953.96,1551,Morris Brown College,1999-00,1999
GA,677063,734,Moultrie Area Technical Institute-Main Campus,1999-00,1999
GA,936633,528,North Georgia & State University,1999-00,1999
GA,630264,606,North Georgia Technical Institute,1999-00,1999
GA,253128,397,North Metro Technical Institute,1999-00,1999
GA,557854,585,Northwestern Technical Institute,1999-00,1999
GA,778798,1051,Ogeechee Techl Institute,1999-00,1999
GA,369757,203,Oglethorpe University,1999-00,1999
GA,343533,349,Okefenokee Technical Institute,1999-00,1999
GA,1494874.97,647,Paine College,1999-00,1999
GA,257905,293,Pickens Technical Institute,1999-00,1999
GA,740712,392,Piedmont College,1999-00,1999
GA,416503.39,222,Reinhardt College,1999-00,1999
GA,209397,222,Sandersville Regional Technical Institute,1999-00,1999
GA,1403235,739,Savannah College of Art & Design,1999-00,1999
GA,3039679.82,1378,Savannah State University,1999-00,1999
GA,944347,811,Savannah Technical Institute,1999-00,1999
GA,659279.8,401,Shorter College,1999-00,1999
GA,924709,552,South Georgia College,1999-00,1999
GA,833646,895,South Georgia Technical Institute,1999-00,1999
GA,562615,708,Southeastern Technical Institute,1999-00,1999
GA,944317,539,Southern Polytechnic State University,1999-00,1999
GA,1298619,692,Spelman College,1999-00,1999
GA,3562329,2089,State University of West Georgia,1999-00,1999
GA,460550,432,Swainsboro Technical Institute,1999-00,1999
GA,772299.5,932,Thomas Technical Institute,1999-00,1999
GA,634605.05,296,Thomas University,1999-00,1999
GA,668053.18,348,Toccoa Falls College,1999-00,1999
GA,778077,495,Truett Mcconnell College,1999-00,1999
GA,6808736,3700,University of Georgia,1999-00,1999
GA,4413432.45,2358,Valdosta State College,1999-00,1999
GA,1057260.89,1172,Valdosta Technical Institute,1999-00,1999
GA,577743.2,384,Waycross College,1999-00,1999
GA,473069,233,Wesleyan College,1999-00,1999
GA,482525,582,West Georgia Technical Institute,1999-00,1999
GA,193964,104,Young Harris College,1999-00,1999
GU,1102711.62,590,Guam Community College,1999-00,1999
GU,2372392.25,1102,University of Guam,1999-00,1999
HI,1309843,644,Brigham Young University - Hawaii Campus,1999-00,1999
HI,1094261.5,565,Chaminade University of Honolulu,1999-00,1999
HI,1643121.99,809,Hawaii Community College,1999-00,1999
HI,2135407.59,1205,Hawaii Pacific University,1999-00,1999
HI,1292138,750,Honolulu Community College,1999-00,1999
HI,24368,11,International College & Graduate School,1999-00,1999
HI,1661704.84,1066,Kapiolani Community College,1999-00,1999
HI,417391,259,Kauai Community College,1999-00,1999
HI,1012127.98,644,Leeward Community College,1999-00,1999
HI,793428,515,Maui Community College,1999-00,1999
HI,1938734.86,886,University of Hawaii at Hilo,1999-00,1999
HI,4943085.51,2442,University of Hawaii at Manoa,1999-00,1999
HI,276059,149,University of Hawaii w Oahu,1999-00,1999
HI,647364,393,Windward Community College,1999-00,1999
IA,120562,66,Allen College,1999-00,1999
IA,493567,325,American Institute of Business,1999-00,1999
IA,538778,300,Briar Cliff College,1999-00,1999
IA,1878555,1101,Buena Vista University,1999-00,1999
IA,699467,375,Central College,1999-00,1999
IA,534641,288,Clarke College,1999-00,1999
IA,591190.5,327,Coe College,1999-00,1999
IA,415455,240,Cornell College,1999-00,1999
IA,4078988.28,2628,Des Moines Area Community College,1999-00,1999
IA,19275,10,Des Moines University - Osteopathic Medical Center,1999-00,1999
IA,161356,56,Divine Word College,1999-00,1999
IA,809657,456,Dordt College,1999-00,1999
IA,1030934,553,Drake University,1999-00,1999
IA,3283922.91,1976,Eastern Iowa Community College District,1999-00,1999
IA,775423.44,414,Ellsworth Community College,1999-00,1999
