edition,year,stage_results_id,rank,time,rider,age,team,points,elapsed,bib_number
2,1904,stage-4,12,9S,Dargassies Jean,32,NA,6,15S,NA
2,1904,stage-4,13,54S,Carrere Maurice,NA,NA,4,0S,NA
2,1904,stage-4,14,56S,Fily Camille,17,NA,2,2S,NA
2,1904,stage-4,15,54S,Chaput Stéphane,NA,NA,NA,0S,NA
2,1904,stage-4,16,54S,Daumain Auguste,26,NA,NA,0S,NA
2,1904,stage-4,17,54S,Rist Auguste,NA,NA,NA,0S,NA
2,1904,stage-4,18,56S,Grimenwald ?,NA,NA,NA,2S,NA
2,1904,stage-4,19,24S,Colas Achille,29,NA,NA,30S,NA
2,1904,stage-4,20,54S,Lootens Julien,27,NA,NA,0S,NA
2,1904,stage-4,21,54S,Drioul Gustave,28,NA,NA,0S,NA
2,1904,stage-4,22,24S,De Balade Philippe,20,NA,NA,30S,NA
2,1904,stage-4,23,54S,Coolsaet Louis,19,NA,NA,0S,NA
2,1904,stage-4,24,57S,Poupin Emile,NA,NA,NA,3S,NA
2,1904,stage-4,25,12S,Damelincourt Nicolas,NA,NA,NA,18S,NA
2,1904,stage-4,26,16S,Gauthier Auguste,34,NA,NA,22S,NA
2,1904,stage-4,27,16S,Saget René,NA,NA,NA,22S,NA
2,1904,stage-4,28,54S,Prevost Charles,NA,NA,NA,0S,NA
2,1904,stage-4,29,54S,Delhaye Eugène,28,NA,NA,0S,NA
2,1904,stage-4,30,54S,Paret Henri,NA,NA,NA,0S,NA
2,1904,stage-4,31,56S,Geay Eugène,NA,NA,NA,2S,NA
2,1904,stage-4,32,54S,Prevost Noël,NA,NA,NA,0S,NA
2,1904,stage-4,33,57S,Niepceron Albert,20,NA,NA,3S,NA
2,1904,stage-4,34,57S,Tachet Laurent,NA,NA,NA,3S,NA
2,1904,stage-4,35,54S,Deflotriere Antoine,27,NA,NA,0S,NA
2,1904,stage-4,DNS,NA,Faure Antoine,20,NA,NA,NA,NA
2,1904,stage-5,1,50S,Aucouturier Hippolyte,27,NA,NA,50S,NA
2,1904,stage-5,1,4S,Dortignacq Jean-Baptiste,20,NA,100,54S,NA
2,1904,stage-5,3,4S,Garin Cesar,24,NA,NA,54S,NA
2,1904,stage-5,4,11S,Cornet Henri,19,NA,40,1S,NA
2,1904,stage-5,5,11S,Garin Maurice,33,NA,NA,1S,NA
2,1904,stage-5,6,18S,Pothier Lucien,21,NA,NA,8S,NA
2,1904,stage-5,7,24S,Jousselin Philippe,32,NA,22,14S,NA
2,1904,stage-5,8,30S,Prevost Charles,NA,NA,18,20S,NA
2,1904,stage-5,9,10S,Gabory Julien,NA,NA,14,0S,NA
2,1904,stage-5,10,10S,Fily Camille,17,NA,10,0S,NA
2,1904,stage-5,11,10S,Daumain Auguste,26,NA,8,0S,NA
2,1904,stage-5,12,25S,Coolsaet Louis,19,NA,6,15S,NA
2,1904,stage-5,13,30S,Damelincourt Nicolas,NA,NA,4,20S,NA
2,1904,stage-5,14,10S,Catteau Aloïs,26,NA,2,0S,NA
2,1904,stage-5,15,10S,Dargassies Jean,32,NA,1,0S,NA
2,1904,stage-5,16,10S,Saget René,NA,NA,NA,0S,NA
2,1904,stage-5,DSQ,10S,Chaput Stéphane,NA,NA,NA,0S,NA
2,1904,stage-5,18,10S,Paret Henri,NA,NA,NA,0S,NA
2,1904,stage-5,19,10S,Colas Achille,29,NA,NA,0S,NA
2,1904,stage-5,DSQ,10S,De Balade Philippe,20,NA,NA,0S,NA
2,1904,stage-5,21,20S,Maitron Julien,23,NA,NA,10S,NA
2,1904,stage-5,22,25S,Rist Auguste,NA,NA,NA,15S,NA
2,1904,stage-5,23,10S,Lootens Julien,27,NA,NA,0S,NA
2,1904,stage-5,24,20S,Drioul Gustave,28,NA,NA,10S,NA
2,1904,stage-5,DSQ,10S,Carrere Maurice,NA,NA,NA,0S,NA
2,1904,stage-5,26,50S,Gauthier Auguste,34,NA,NA,40S,NA
2,1904,stage-5,27,57S,Deflotriere Antoine,27,NA,NA,47S,NA
2,1904,stage-5,28,12S,Grimenwald ?,NA,NA,NA,2S,NA
2,1904,stage-5,29,10S,Prevost Noël,NA,NA,NA,0S,NA
2,1904,stage-5,30,10S,Delhaye Eugène,28,NA,NA,0S,NA
2,1904,stage-5,DSQ,10S,Geay Eugène,NA,NA,NA,0S,NA
2,1904,stage-5,DNF,NA,Niepceron Albert,20,NA,NA,NA,NA
2,1904,stage-5,DNF,NA,Poupin Emile,NA,NA,NA,NA,NA
2,1904,stage-5,DNS,NA,Tachet Laurent,NA,NA,NA,NA,NA
2,1904,stage-5,DNS,NA,Beaugendre François,23,NA,NA,NA,NA
2,1904,stage-6,1,0S,Aucouturier Hippolyte,27,NA,NA,0S,NA
2,1904,stage-6,2,0S,Garin Maurice,33,NA,NA,0S,NA
2,1904,stage-6,1,10S,Dortignacq Jean-Baptiste,20,NA,100,10S,NA
2,1904,stage-6,4,0S,Pothier Lucien,21,NA,NA,0S,NA
2,1904,stage-6,5,0S,Garin Cesar,24,NA,NA,0S,NA
2,1904,stage-6,6,0S,Coolsaet Louis,19,NA,26,0S,NA
2,1904,stage-6,7,50S,Cornet Henri,19,NA,22,50S,NA
2,1904,stage-6,8,34S,Lootens Julien,27,NA,18,34S,NA
2,1904,stage-6,9,0S,Colas Achille,29,NA,14,0S,NA
2,1904,stage-6,10,0S,Jousselin Philippe,32,NA,10,0S,NA
2,1904,stage-6,11,0S,Drioul Gustave,28,NA,8,0S,NA
2,1904,stage-6,12,0S,Rist Auguste,NA,NA,6,0S,NA
2,1904,stage-6,13,0S,Daumain Auguste,26,NA,4,0S,NA
2,1904,stage-6,14,0S,Catteau Aloïs,26,NA,2,0S,NA
2,1904,stage-6,15,0S,Dargassies Jean,32,NA,1,0S,NA
2,1904,stage-6,16,0S,Carrere Maurice,NA,NA,NA,0S,NA
2,1904,stage-6,17,0S,Maitron Julien,23,NA,NA,0S,NA
2,1904,stage-6,18,0S,Gauthier Auguste,34,NA,NA,0S,NA
2,1904,stage-6,19,0S,Fily Camille,17,NA,NA,0S,NA
2,1904,stage-6,20,0S,Saget René,NA,NA,NA,0S,NA
2,1904,stage-6,DSQ,0S,Delhaye Eugène,28,NA,NA,0S,NA
2,1904,stage-6,22,0S,Damelincourt Nicolas,NA,NA,NA,0S,NA
2,1904,stage-6,23,0S,Paret Henri,NA,NA,NA,0S,NA
2,1904,stage-6,24,0S,Geay Eugène,NA,NA,NA,0S,NA
2,1904,stage-6,25,0S,Deflotriere Antoine,27,NA,NA,0S,NA
2,1904,stage-6,26,55S,De Balade Philippe,20,NA,NA,55S,NA
2,1904,stage-6,27,0S,Chaput Stéphane,NA,NA,NA,0S,NA
2,1904,stage-6,DNF,NA,Grimenwald ?,NA,NA,NA,NA,NA
2,1904,stage-6,DNF,NA,Gabory Julien,NA,NA,NA,NA,NA
2,1904,stage-6,DNS,NA,Prevost Noël,NA,NA,NA,NA,NA
2,1904,stage-6,DNS,NA,Prevost Charles,NA,NA,NA,NA,NA
3,1905,stage-1,1,0S,Trousselier Louis,24,NA,100,0S,NA
3,1905,stage-1,2,0S,Dortignacq Jean-Baptiste,21,NA,70,0S,NA
3,1905,stage-1,3,0S,Pottier Rene,26,NA,50,0S,NA
3,1905,stage-1,4,0S,Aucouturier Hippolyte,28,NA,40,0S,NA
3,1905,stage-1,5,0S,Cornet Henri,20,NA,32,0S,NA
3,1905,stage-1,6,0S,Ringeval Augustin,23,NA,26,0S,NA
3,1905,stage-1,7,0S,Georget Emile,23,NA,22,0S,NA
3,1905,stage-1,8,0S,Fourchotte Germain,NA,NA,18,0S,NA
3,1905,stage-1,9,0S,Gabory Julien,NA,NA,14,0S,NA
3,1905,stage-1,10,0S,Lignon Henri,NA,NA,10,0S,NA
3,1905,stage-1,11,0S,Chauvet Paul,NA,NA,8,0S,NA
3,1905,stage-1,12,0S,Monge Elie,NA,NA,6,0S,NA
3,1905,stage-1,13,0S,Ventresque Eugène,19,NA,4,0S,NA
3,1905,stage-1,14,0S,Pautrat Philippe,21,NA,2,0S,NA
3,1905,stage-1,15,0S,Fischer Jean,38,NA,1,0S,NA
3,1905,stage-1,OTL,NA,Bamonde Georges Gabriel,20,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Richard Henri,NA,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Fily Camille,18,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Maitron Julien,24,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Habert Charles,NA,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Decaup Maurice,20,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Marchand Henri,NA,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Gouspy Francis,NA,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Leygoute Léon,22,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Wattelier Antony,25,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Pasquier Georges,27,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Petit-Breton Lucien,22,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Seres Georges,18,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Lallement Fernand,27,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Desvages Pierre,38,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Théo Auguste,47,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Carrere Maurice,NA,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Lacroix Clovis,NA,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Daumain Auguste,27,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Pinchau ???,NA,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Chosson Jules,NA,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Lootens Julien,28,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Lapree Auguste,NA,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Guillarme Gustave,27,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Soulié Martin,17,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Chedebois Maurice,NA,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Pépin Henri,40,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Delporte Joseph,NA,NA,NA,NA,NA
3,1905,stage-1,OTL,NA,Catteau Aloïs,27,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Habets Léon,NA,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Trippier Paul,20,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Dargassies Jean,32,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Lavalette Louis,NA,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Mechin J.,NA,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Ruffin Jean,NA,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Prevost Noël,NA,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Vigne Henri,22,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Riche Léon,NA,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Gauban Jean,30,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Morvan Marcel,NA,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Grandsire Edouard,NA,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Bernard Felix,29,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Perrichon Antoine,27,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Wattelier Edouard,28,NA,NA,NA,NA
3,1905,stage-1,DNF,NA,Prevost Charles,NA,NA,NA,NA,NA
3,1905,stage-2,1,0S,Aucouturier Hippolyte,28,NA,100,0S,NA
3,1905,stage-2,2,0S,Pottier Rene,26,NA,70,0S,NA
3,1905,stage-2,3,0S,Trousselier Louis,24,NA,50,0S,NA
3,1905,stage-2,4,0S,Maitron Julien,24,NA,40,0S,NA
3,1905,stage-2,5,30S,Cornet Henri,20,NA,32,30S,NA
3,1905,stage-2,6,30S,Fourchotte Germain,NA,NA,26,30S,NA
3,1905,stage-2,7,0S,Petit-Breton Lucien,22,NA,22,0S,NA
3,1905,stage-2,8,0S,Gabory Julien,NA,NA,18,0S,NA
3,1905,stage-2,9,0S,Georget Emile,23,NA,14,0S,NA
3,1905,stage-2,10,0S,Dortignacq Jean-Baptiste,21,NA,10,0S,NA
3,1905,stage-2,11,0S,Chauvet Paul,NA,NA,8,0S,NA
3,1905,stage-2,12,0S,Catteau Aloïs,27,NA,6,0S,NA
3,1905,stage-2,13,0S,Ringeval Augustin,23,NA,4,0S,NA
3,1905,stage-2,14,0S,Monge Elie,NA,NA,2,0S,NA
3,1905,stage-2,15,7S,Fischer Jean,38,NA,1,7S,NA
3,1905,stage-2,16,12S,Seres Georges,18,NA,NA,12S,NA
3,1905,stage-2,17,25S,Leygoute Léon,22,NA,NA,25S,NA
3,1905,stage-2,18,1S,Fily Camille,18,NA,NA,1S,NA
3,1905,stage-2,19,1S,Wattelier Antony,25,NA,NA,1S,NA
3,1905,stage-2,20,1S,Pautrat Philippe,21,NA,NA,1S,NA
3,1905,stage-2,21,1S,Guillarme Gustave,27,NA,NA,1S,NA
3,1905,stage-2,22,1S,Pasquier Georges,27,NA,NA,1S,NA
3,1905,stage-2,23,2S,Soulié Martin,17,NA,NA,2S,NA
3,1905,stage-2,24,2S,Carrere Maurice,NA,NA,NA,2S,NA
3,1905,stage-2,25,2S,Pinchau ???,NA,NA,NA,2S,NA
3,1905,stage-2,26,0S,Théo Auguste,47,NA,NA,0S,NA
3,1905,stage-2,27,0S,Decaup Maurice,20,NA,NA,0S,NA
3,1905,stage-2,28,1S,Daumain Auguste,27,NA,NA,1S,NA
3,1905,stage-2,29,1S,Richard Henri,NA,NA,NA,1S,NA
3,1905,stage-2,30,1S,Pépin Henri,40,NA,NA,1S,NA
3,1905,stage-2,31,0S,Chedebois Maurice,NA,NA,NA,0S,NA
3,1905,stage-2,32,0S,Lallement Fernand,27,NA,NA,0S,NA
3,1905,stage-2,33,0S,Desvages Pierre,38,NA,NA,0S,NA
3,1905,stage-2,34,0S,Lacroix Clovis,NA,NA,NA,0S,NA
3,1905,stage-2,35,0S,Lignon Henri,NA,NA,NA,0S,NA
3,1905,stage-2,36,0S,Chosson Jules,NA,NA,NA,0S,NA
3,1905,stage-2,37,0S,Lootens Julien,28,NA,NA,0S,NA
3,1905,stage-2,38,0S,Lapree Auguste,NA,NA,NA,0S,NA
3,1905,stage-2,39,0S,Bamonde Georges Gabriel,20,NA,NA,0S,NA
3,1905,stage-2,40,0S,Ventresque Eugène,19,NA,NA,0S,NA
3,1905,stage-2,DNF,NA,Marchand Henri,NA,NA,NA,NA,NA
3,1905,stage-2,DNF,NA,Delporte Joseph,NA,NA,NA,NA,NA
3,1905,stage-2,DNF,NA,Habert Charles,NA,NA,NA,NA,NA
3,1905,stage-2,DNF,NA,Gouspy Francis,NA,NA,NA,NA,NA
3,1905,stage-2,DNS,NA,Habets Léon,NA,NA,NA,NA,NA
3,1905,stage-3,1,0S,Trousselier Louis,24,NA,100,0S,NA
3,1905,stage-3,2,45S,Petit-Breton Lucien,22,NA,70,45S,NA
3,1905,stage-3,3,50S,Ringeval Augustin,23,NA,50,50S,NA
3,1905,stage-3,4,0S,Cornet Henri,20,NA,40,0S,NA
3,1905,stage-3,5,15S,Aucouturier Hippolyte,28,NA,32,15S,NA
3,1905,stage-3,6,50S,Pautrat Philippe,21,NA,26,50S,NA
3,1905,stage-3,7,51S,Chauvet Paul,NA,NA,22,51S,NA
3,1905,stage-3,8,52S,Dortignacq Jean-Baptiste,21,NA,18,52S,NA
3,1905,stage-3,9,53S,Maitron Julien,24,NA,14,53S,NA
3,1905,stage-3,10,54S,Gabory Julien,NA,NA,10,54S,NA
3,1905,stage-3,11,55S,Georget Emile,23,NA,8,55S,NA
3,1905,stage-3,12,56S,Fourchotte Germain,NA,NA,6,56S,NA
3,1905,stage-3,13,48S,Catteau Aloïs,27,NA,4,48S,NA
3,1905,stage-3,14,3S,Lignon Henri,NA,NA,2,3S,NA
3,1905,stage-3,15,4S,Soulié Martin,17,NA,1,4S,NA
3,1905,stage-3,16,5S,Fischer Jean,38,NA,NA,5S,NA
3,1905,stage-3,17,15S,Wattelier Antony,25,NA,NA,15S,NA
3,1905,stage-3,18,55S,Daumain Auguste,27,NA,NA,55S,NA
3,1905,stage-3,19,0S,Leygoute Léon,22,NA,NA,0S,NA
3,1905,stage-3,20,30S,Lootens Julien,28,NA,NA,30S,NA
3,1905,stage-3,21,30S,Monge Elie,NA,NA,NA,30S,NA
3,1905,stage-3,22,45S,Decaup Maurice,20,NA,NA,45S,NA
3,1905,stage-3,23,10S,Bamonde Georges Gabriel,20,NA,NA,10S,NA
3,1905,stage-3,24,18S,Guillarme Gustave,27,NA,NA,18S,NA
3,1905,stage-3,25,19S,Carrere Maurice,NA,NA,NA,19S,NA
3,1905,stage-3,26,0S,Chosson Jules,NA,NA,NA,0S,NA
3,1905,stage-3,27,0S,Seres Georges,18,NA,NA,0S,NA
3,1905,stage-3,28,1S,Fily Camille,18,NA,NA,1S,NA
3,1905,stage-3,29,2S,Chedebois Maurice,NA,NA,NA,2S,NA
3,1905,stage-3,30,0S,Lallement Fernand,27,NA,NA,0S,NA
3,1905,stage-3,31,0S,Pinchau ???,NA,NA,NA,0S,NA
3,1905,stage-3,32,1S,Pépin Henri,40,NA,NA,1S,NA
3,1905,stage-3,33,2S,Lacroix Clovis,NA,NA,NA,2S,NA
3,1905,stage-3,34,3S,Ventresque Eugène,19,NA,NA,3S,NA
3,1905,stage-3,35,4S,Richard Henri,NA,NA,NA,4S,NA
3,1905,stage-3,36,0S,Desvages Pierre,38,NA,NA,0S,NA
3,1905,stage-3,DNF,NA,Théo Auguste,47,NA,NA,NA,NA
3,1905,stage-3,DNF,NA,Pottier Rene,26,NA,NA,NA,NA
3,1905,stage-3,DNF,NA,Pasquier Georges,27,NA,NA,NA,NA
3,1905,stage-3,DNF,NA,Lapree Auguste,NA,NA,NA,NA,NA
3,1905,stage-4,1,45S,Aucouturier Hippolyte,28,NA,100,45S,NA
3,1905,stage-4,2,10S,Trousselier Louis,24,NA,70,55S,NA
3,1905,stage-4,3,11S,Dortignacq Jean-Baptiste,21,NA,50,56S,NA
3,1905,stage-4,4,1S,Maitron Julien,24,NA,40,46S,NA
3,1905,stage-4,5,24S,Petit-Breton Lucien,22,NA,32,9S,NA
3,1905,stage-4,6,25S,Georget Emile,23,NA,26,10S,NA
3,1905,stage-4,7,26S,Pautrat Philippe,21,NA,22,11S,NA
3,1905,stage-4,8,15S,Chauvet Paul,NA,NA,18,0S,NA
3,1905,stage-4,9,16S,Fourchotte Germain,NA,NA,14,1S,NA
3,1905,stage-4,10,15S,Ringeval Augustin,23,NA,10,0S,NA
3,1905,stage-4,11,15S,Catteau Aloïs,27,NA,8,0S,NA
3,1905,stage-4,12,15S,Fischer Jean,38,NA,6,0S,NA
3,1905,stage-4,13,15S,Soulié Martin,17,NA,4,0S,NA
3,1905,stage-4,14,15S,Lootens Julien,28,NA,2,0S,NA
3,1905,stage-4,15,16S,Lignon Henri,NA,NA,1,1S,NA
3,1905,stage-4,16,15S,Gabory Julien,NA,NA,NA,0S,NA
3,1905,stage-4,17,15S,Wattelier Antony,25,NA,NA,0S,NA
3,1905,stage-4,18,15S,Leygoute Léon,22,NA,NA,0S,NA
3,1905,stage-4,19,15S,Chedebois Maurice,NA,NA,NA,0S,NA
3,1905,stage-4,20,15S,Fily Camille,18,NA,NA,0S,NA
3,1905,stage-4,21,15S,Bamonde Georges Gabriel,20,NA,NA,0S,NA
3,1905,stage-4,22,15S,Decaup Maurice,20,NA,NA,0S,NA
3,1905,stage-4,23,15S,Pinchau ???,NA,NA,NA,0S,NA
3,1905,stage-4,24,15S,Monge Elie,NA,NA,NA,0S,NA
3,1905,stage-4,25,15S,Carrere Maurice,NA,NA,NA,0S,NA
3,1905,stage-4,26,15S,Guillarme Gustave,27,NA,NA,0S,NA
3,1905,stage-4,27,15S,Pépin Henri,40,NA,NA,0S,NA
3,1905,stage-4,28,16S,Richard Henri,NA,NA,NA,1S,NA
3,1905,stage-4,29,17S,Lacroix Clovis,NA,NA,NA,2S,NA
3,1905,stage-4,30,18S,Ventresque Eugène,19,NA,NA,3S,NA
3,1905,stage-4,31,15S,Desvages Pierre,38,NA,NA,0S,NA
3,1905,stage-4,32,15S,Lallement Fernand,27,NA,NA,0S,NA
3,1905,stage-4,DNF,NA,Seres Georges,18,NA,NA,NA,NA
3,1905,stage-4,DNF,NA,Cornet Henri,20,NA,NA,NA,NA
3,1905,stage-4,DNS,NA,Daumain Auguste,27,NA,NA,NA,NA
3,1905,stage-4,DNS,NA,Chosson Jules,NA,NA,NA,NA,NA
3,1905,stage-5,1,0S,Trousselier Louis,24,NA,100,0S,NA
3,1905,stage-5,2,0S,Decaup Maurice,20,NA,70,0S,NA
3,1905,stage-5,3,20S,Georget Emile,23,NA,50,20S,NA
3,1905,stage-5,4,30S,Petit-Breton Lucien,22,NA,40,30S,NA
3,1905,stage-5,5,50S,Fourchotte Germain,NA,NA,32,50S,NA
3,1905,stage-5,6,0S,Dortignacq Jean-Baptiste,21,NA,26,0S,NA
3,1905,stage-5,7,30S,Ringeval Augustin,23,NA,22,30S,NA
3,1905,stage-5,8,40S,Pautrat Philippe,21,NA,18,40S,NA
3,1905,stage-5,9,0S,Gabory Julien,NA,NA,14,0S,NA
3,1905,stage-5,10,0S,Leygoute Léon,22,NA,10,0S,NA
3,1905,stage-5,11,0S,Carrere Maurice,NA,NA,8,0S,NA
3,1905,stage-5,12,0S,Aucouturier Hippolyte,28,NA,6,0S,NA
3,1905,stage-5,13,2S,Chauvet Paul,NA,NA,4,2S,NA
3,1905,stage-5,14,3S,Monge Elie,NA,NA,2,3S,NA
3,1905,stage-5,15,4S,Soulié Martin,17,NA,1,4S,NA
3,1905,stage-5,16,40S,Fily Camille,18,NA,NA,40S,NA
3,1905,stage-5,17,0S,Catteau Aloïs,27,NA,NA,0S,NA
3,1905,stage-5,18,1S,Lootens Julien,28,NA,NA,1S,NA
3,1905,stage-5,19,40S,Maitron Julien,24,NA,NA,40S,NA
3,1905,stage-5,20,30S,Lacroix Clovis,NA,NA,NA,30S,NA
3,1905,stage-5,21,47S,Lignon Henri,NA,NA,NA,47S,NA
3,1905,stage-5,22,45S,Fischer Jean,38,NA,NA,45S,NA
3,1905,stage-5,23,0S,Bamonde Georges Gabriel,20,NA,NA,0S,NA
3,1905,stage-5,24,0S,Wattelier Antony,25,NA,NA,0S,NA
3,1905,stage-5,25,0S,Guillarme Gustave,27,NA,NA,0S,NA
3,1905,stage-5,26,0S,Lallement Fernand,27,NA,NA,0S,NA
3,1905,stage-5,27,1S,Pinchau ???,NA,NA,NA,1S,NA
3,1905,stage-5,28,0S,Pépin Henri,40,NA,NA,0S,NA
3,1905,stage-5,29,1S,Richard Henri,NA,NA,NA,1S,NA
3,1905,stage-5,30,2S,Ventresque Eugène,19,NA,NA,2S,NA
3,1905,stage-5,DNF,NA,Chedebois Maurice,NA,NA,NA,NA,NA
3,1905,stage-5,DNF,NA,Desvages Pierre,38,NA,NA,NA,NA
3,1905,stage-6,1,45S,Dortignacq Jean-Baptiste,21,NA,100,45S,NA
3,1905,stage-6,2,0S,Petit-Breton Lucien,22,NA,70,45S,NA
3,1905,stage-6,3,0S,Trousselier Louis,24,NA,50,45S,NA
3,1905,stage-6,4,0S,Georget Emile,23,NA,40,45S,NA
3,1905,stage-6,5,0S,Aucouturier Hippolyte,28,NA,32,45S,NA
3,1905,stage-6,6,0S,Decaup Maurice,20,NA,26,45S,NA
3,1905,stage-6,7,0S,Fourchotte Germain,NA,NA,22,45S,NA
3,1905,stage-6,8,0S,Catteau Aloïs,27,NA,18,45S,NA
3,1905,stage-6,9,0S,Fischer Jean,38,NA,14,45S,NA
3,1905,stage-6,10,0S,Gabory Julien,NA,NA,10,45S,NA
3,1905,stage-6,11,0S,Lootens Julien,28,NA,8,45S,NA
3,1905,stage-6,12,0S,Leygoute Léon,22,NA,6,45S,NA
3,1905,stage-6,13,0S,Pautrat Philippe,21,NA,4,45S,NA
3,1905,stage-6,14,0S,Soulié Martin,17,NA,2,45S,NA
3,1905,stage-6,15,30S,Fily Camille,18,NA,1,15S,NA
3,1905,stage-6,16,35S,Ventresque Eugène,19,NA,NA,20S,NA
3,1905,stage-6,17,30S,Lignon Henri,NA,NA,NA,15S,NA
3,1905,stage-6,18,40S,Wattelier Antony,25,NA,NA,25S,NA
3,1905,stage-6,19,0S,Chauvet Paul,NA,NA,NA,45S,NA
3,1905,stage-6,20,0S,Maitron Julien,24,NA,NA,45S,NA
3,1905,stage-6,21,40S,Carrere Maurice,NA,NA,NA,25S,NA
3,1905,stage-6,22,35S,Monge Elie,NA,NA,NA,20S,NA
3,1905,stage-6,23,6S,Ringeval Augustin,23,NA,NA,51S,NA
3,1905,stage-6,24,15S,Pinchau ???,NA,NA,NA,0S,NA
3,1905,stage-6,25,55S,Guillarme Gustave,27,NA,NA,40S,NA
3,1905,stage-6,26,15S,Richard Henri,NA,NA,NA,0S,NA
3,1905,stage-6,27,16S,Bamonde Georges Gabriel,20,NA,NA,1S,NA
3,1905,stage-6,28,15S,Lallement Fernand,27,NA,NA,0S,NA
3,1905,stage-6,29,15S,Pépin Henri,40,NA,NA,0S,NA
3,1905,stage-6,30,15S,Lacroix Clovis,NA,NA,NA,0S,NA
3,1905,stage-7,1,40S,Trousselier Louis,24,NA,100,40S,NA
3,1905,stage-7,2,1S,Pautrat Philippe,21,NA,70,41S,NA
3,1905,stage-7,3,2S,Decaup Maurice,20,NA,50,42S,NA
3,1905,stage-7,4,3S,Aucouturier Hippolyte,28,NA,40,43S,NA
3,1905,stage-7,5,4S,Chauvet Paul,NA,NA,32,44S,NA
3,1905,stage-7,6,5S,Dortignacq Jean-Baptiste,21,NA,26,45S,NA
3,1905,stage-7,7,6S,Leygoute Léon,22,NA,22,46S,NA
3,1905,stage-7,8,7S,Georget Emile,23,NA,18,47S,NA
3,1905,stage-7,9,8S,Gabory Julien,NA,NA,14,48S,NA
3,1905,stage-7,10,9S,Fily Camille,18,NA,10,49S,NA
3,1905,stage-7,11,10S,Carrere Maurice,NA,NA,8,50S,NA
3,1905,stage-7,12,11S,Lignon Henri,NA,NA,6,51S,NA
3,1905,stage-7,13,12S,Guillarme Gustave,27,NA,4,52S,NA
3,1905,stage-7,14,42S,Petit-Breton Lucien,22,NA,2,22S,NA
3,1905,stage-7,15,45S,Ringeval Augustin,23,NA,1,25S,NA
3,1905,stage-7,16,50S,Fischer Jean,38,NA,NA,30S,NA
3,1905,stage-7,17,20S,Maitron Julien,24,NA,NA,0S,NA
3,1905,stage-7,18,20S,Soulié Martin,17,NA,NA,0S,NA
3,1905,stage-7,19,20S,Bamonde Georges Gabriel,20,NA,NA,0S,NA
3,1905,stage-7,20,21S,Richard Henri,NA,NA,NA,1S,NA
3,1905,stage-7,21,20S,Lacroix Clovis,NA,NA,NA,0S,NA
3,1905,stage-7,22,20S,Ventresque Eugène,19,NA,NA,0S,NA
3,1905,stage-7,23,21S,Pinchau ???,NA,NA,NA,1S,NA
3,1905,stage-7,24,20S,Wattelier Edouard,28,NA,NA,0S,NA
3,1905,stage-7,25,21S,Lootens Julien,28,NA,NA,1S,NA
3,1905,stage-7,26,20S,Monge Elie,NA,NA,NA,0S,NA
3,1905,stage-7,27,20S,Lallement Fernand,27,NA,NA,0S,NA
3,1905,stage-7,28,20S,Catteau Aloïs,27,NA,NA,0S,NA
