gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
36381,Op de Levensreis,"Vermeer, A. J. A.",43570,nl,Browsing: Culture/Civilization/Society/Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36381,Op de Levensreis,"Gerretsen, J. H. (Jan Hendrik)",44616,nl,Browsing: Culture/Civilization/Society/Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36381,Op de Levensreis,"Gheel-Gildemeester, Frank van",44721,nl,Browsing: Culture/Civilization/Society/Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36382,Der Unterkiefer des Homo Heidelbergensis: Aus den Sanden von Mauer bei Heidelberg,"Schoetensack, Otto",38238,de,DE Sachbuch/Browsing: Archaeology/Browsing: Culture/Civilization/Society/Browsing: History - General,Public domain in the USA.,TRUE
36383,A Canterbury Pilgrimage,"Pennell, Elizabeth Robins",25552,en,Browsing: History - European/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36383,A Canterbury Pilgrimage,"Pennell, Joseph",33068,en,Browsing: History - European/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36384,The Squire's Daughter,"Hocking, Silas K. (Silas Kitto)",38239,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36385,Tales from the Fjeld: A Second Series of Popular Tales,"Asbjørnsen, Peter Christen",34177,en,Browsing: Culture/Civilization/Society/Browsing: Literature,Public domain in the USA.,TRUE
36386,The Mythologies of Ancient Mexico and Peru,"Spence, Lewis",5707,en,Browsing: Culture/Civilization/Society/Browsing: History - Ancient,Public domain in the USA.,TRUE
36387,"Colonial Expeditions to the Interior of California Central Valley, 1800-1820","Cook, Sherburne Friend",36639,en,Travel/Browsing: History - American/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36388,"Airship Andy; Or, The Luck of a Brave Boy","Webster, Frank V.",1955,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36389,"Drei Meister: Balzac, Dickens, Dostojewski","Zweig, Stefan",26291,de,DE Sachbuch/Browsing: History - General/Browsing: Literature,Public domain in the USA.,TRUE
36390,Erskine Dale—Pioneer,"Fox, John, Jr.",179,en,Browsing: History - American/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36391,"The Meadow-Brook Girls Across Country; Or, The Young Pathfinders on a Summer Hike","Aldridge, Janet",5139,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36392,Karjalan kankahilta I,Anonymous,216,fi,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36393,The Best Policy,"Flower, Elliott",38244,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36394,"La femme auteur; ou, les inconvéniens de la célébrité, tome I","Dufrénoy, Mme.",38245,fr,FR Femmes/Browsing: Gender & Sexuality Studies/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36395,"Ruth Fielding in the Red Cross; Or, Doing Her Best for Uncle Sam","Emerson, Alice B.",1619,en,Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society/Browsing: Fiction,Public domain in the USA.,TRUE
36396,"Ruth Fielding In the Saddle; Or, College Girls in the Land of Gold","Emerson, Alice B.",1619,en,Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36397,"Ruth Fielding At Sunrise Farm; Or, What Became of the Raby Orphans","Emerson, Alice B.",1619,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36398,"Ruth Fielding at Silver Ranch; Or, Schoolgirls Among the Cowboys","Emerson, Alice B.",1619,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36399,"Missing Friends
Being the Adventures of a Danish Emigrant in Queensland (1871-1880)","Weitemeyer, Thorvald Peter Ludwig",38254,en,Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36400,"The Corner House Girls Among the Gypsies
How They Met, What Happened, and How It Ended","Hill, Grace Brooks",9684,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36401,The Turn of the Tide: The Story of How Margaret Solved Her Problem,"Porter, Eleanor H. (Eleanor Hodgman)",200,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36402,On Union with God,NA,NA,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36403,Titan: A Romance. v. 2 (of 2),Jean Paul,32901,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36404,"Memoria hydrografica das ilhas de Cabo Verde
para servir de instrucção a carta das mesmas ilhas, publicada em o anno de 1790","Cabral, F. A. (Francisco Antonio)",38249,pt,Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36405,"The International Monthly, Volume 4, No. 2, September, 1851",Various,116,en,"The International Magazine of Literature, Art, and Science/Browsing: Art & Photography/Browsing: History - General/Browsing: Literature/Browsing: Science - General",Public domain in the USA.,TRUE
36406,"Mercedes of Castile; Or, The Voyage to Cathay","Cooper, James Fenimore",483,en,Browsing: History - General/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36407,"A Mediaeval Mystic
A Short Account of the Life and Writings of Blessed John Ruysbroeck, Canon Regular of Groenendael A.D. 1293-1381","Scully, Vincent",38251,en,Browsing: History - Medieval/The Middle Ages/Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36408,"Välskärin kertomuksia 4.1
Erämaiden kevät. Porvariskuningas.","Topelius, Zacharias",6545,fi,Browsing: History - General/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36409,"Harry Watson's High School Days; Or, The Rivals of Rivertown","Webster, Frank V.",1955,en,Browsing: Children & Young Adult Reading/Browsing: Teaching & Education/Browsing: Fiction,Public domain in the USA.,TRUE
36410,The Story of Bacon's Rebellion,"Stanard, Mary Newton",7344,en,Browsing: History - American,Public domain in the USA.,TRUE
36411,"Blackie & Son's Books for Young People, Catalogue - 1886",Blackie & Son,36757,en,Browsing: Children & Young Adult Reading/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
36412,Ten Years Near the German Frontier: A Retrospect and a Warning,"Egan, Maurice Francis",26158,en,Browsing: Culture/Civilization/Society/Browsing: History - European/Browsing: History - General/Browsing: Politics,Public domain in the USA.,TRUE
36413,"L'Illustration, No. 3691, 22 Novembre 1913",Various,116,fr,L'Illustration/Browsing: Culture/Civilization/Society/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
36414,Jessamine: A Novel,"Harland, Marion",1818,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36415,Great Lent: A School of Repentance. Its Meaning for Orthodox Christians,"Schmemann, Alexander",38255,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36416,Le Cardinal de Richelieu,"Corne, Hyacinthe",38256,fr,"FR Biographie, Mémoires, Journal intime, Correspondance/Browsing: Biographies/Browsing: History - European/Browsing: History - General",Public domain in the USA.,TRUE
36417,The Pictorial Press: Its Origin and Progress,"Jackson, Mason",38257,en,Browsing: Art & Photography/Browsing: Culture/Civilization/Society,Public domain in the USA.,TRUE
36418,"Voetbal-Sport: over haar voor- en nadeelen, eenige harer strijdvragen en haar rationeele beoefening","Samson, Jac.",38258,nl,Browsing: Culture/Civilization/Society/Browsing: Sports/Hobbies/Motoring,Public domain in the USA.,TRUE
36419,"The White Hecatomb, and Other Stories","Scully, W. C. (William Charles)",6225,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36420,Between Sun and Sand: A Tale of an African Desert,"Scully, W. C. (William Charles)",6225,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36421,By Veldt and Kopje,"Scully, W. C. (William Charles)",6225,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36422,Lodges in the Wilderness,"Scully, W. C. (William Charles)",6225,en,Browsing: History - General/Browsing: Nature/Gardening/Animals/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36423,"The Pony Rider Boys in the Alkali; Or, Finding a Key to the Desert Maze","Patchin, Frank Gee",1623,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36424,"Army Boys in France; or, From Training Camp to Trenches","Randall, Homer",1970,en,World War I/Browsing: Children & Young Adult Reading/Browsing: History - Warfare/Browsing: Fiction,Public domain in the USA.,TRUE
36425,Jesus Fulfils the Law,Anonymous,216,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36426,"The Motor Girls at Camp Surprise; Or, The Cave in the Mountains","Penrose, Margaret",1022,en,Browsing: Children & Young Adult Reading/Browsing: Crime/Mystery/Browsing: Fiction,Public domain in the USA.,TRUE
36427,"Art Principles with Special Reference to Painting
Together with Notes on the Illusions Produced by the Painter","Govett, Ernest",38262,en,Browsing: Art & Photography,Public domain in the USA.,TRUE
36428,The Soul of Susan Yellam,"Vachell, Horace Annesley",3495,en,Browsing: Culture/Civilization/Society/Browsing: History - General/Browsing: Fiction,Public domain in the USA.,TRUE
36429,Randy's Summer: A Story for Girls,"Brooks, Amy",1796,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36430,Af mit Levned,"Ussing, Johan Louis",38263,da,Browsing: Biographies/Browsing: History - General,Public domain in the USA.,TRUE
36431,The Palace in the Garden,"Molesworth, Mrs.",2147,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
36432,The Coming of Coal,"Bruère, Robert W. (Robert Walter)",38265,en,Browsing: Culture/Civilization/Society/Browsing: Economics/Browsing: Science - General,Public domain in the USA.,TRUE
36433,Chronicles of the Schonberg-Cotta Family,"Charles, Elizabeth Rundle",25999,en,Browsing: History - Medieval/The Middle Ages/Browsing: History - Religious/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36434,Publications of the Society for Promoting Christian Knowledge [1902 Catalog],Society for Promoting Christian Knowledge (Great Britain),37202,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: History - British,Public domain in the USA.,TRUE
36435,"Wonderland; or, Alaska and the inland passage
With a description of the country traversed by the Northern Pacific Railroad","Schwatka, Frederick",38273,en,Travel/Browsing: History - American/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36435,"Wonderland; or, Alaska and the inland passage
With a description of the country traversed by the Northern Pacific Railroad","Hyde, John",38274,en,Travel/Browsing: History - American/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36436,"L'Illustration, No. 3692, 29 Novembre 1913",Various,116,fr,L'Illustration/Browsing: Culture/Civilization/Society/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
36437,Le mari de madame de Solange,"Souvestre, Émile",1351,fr,FR Nouvelles/Browsing: History - General/Browsing: Language & Communication/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36438,The Friars in the Philippines,"Coleman, Ambrose",38269,en,Browsing: History - General/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36439,The Story of an Untold Love,"Ford, Paul Leicester",1851,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36440,"Mexiko
De Aarde en haar volken, Jaargang 1865",Anonymous,216,nl,Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
36441,The Art of Architecture: A Poem in Imitation of Horace's Art of Poetry,"Gwynn, John",38960,en,Browsing: Architecture/Browsing: Art & Photography/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
36442,The Disturbing Charm,"Ruck, Berta",38157,en,Browsing: Culture/Civilization/Society/Browsing: History - Warfare/Browsing: Fiction,Public domain in the USA.,TRUE
36443,"King of the Air; Or, To Morocco on an Aeroplane","Strang, Herbert",5234,en,Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
36444,Studies in Old Testament History,"Hurlbut, Jesse Lyman",33676,en,Browsing: History - Religious/Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36445,"Linda Lee, Incorporated: A Novel","Vance, Louis Joseph",2870,en,Browsing: Culture/Civilization/Society/Browsing: Performing Arts/Film/Browsing: Fiction,Public domain in the USA.,TRUE
36446,Photogravure,"Blaney, Henry R.",38277,en,Photography/Browsing: Art & Photography/Browsing: Computers & Technology,Public domain in the USA.,TRUE
36447,"La femme auteur; ou, les inconvéniens de la célébrité, tome II",NA,NA,fr,FR Femmes/Browsing: Gender & Sexuality Studies/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36448,"Renaissance in Italy, Volume 5 (of 7)
Italian Literature, Part 2","Symonds, John Addington",1504,en,Browsing: Culture/Civilization/Society/Browsing: History - General/Browsing: Literature,Public domain in the USA.,TRUE
36449,The Nineteenth Century Apostle of the Little Ones,"Uhlrich, E.",38276,en,Browsing: Biographies/Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
36450,"Psychotherapy
Including the History of the Use of Mental Influence, Directly and Indirectly, in Healing and the Principles for the Application of Energies Derived from the Mind to the Treatment of Disease","Walsh, James J. (James Joseph)",36672,en,Browsing: Health & Medicine/Browsing: Psychiatry/Psychology,Public domain in the USA.,TRUE
36451,"Richard III: His Life & Character, Reviewed in the Light of Recent Research","Markham, Clements R. (Clements Robert), Sir",2962,en,Browsing: Biographies/Browsing: History - British/Browsing: History - General,Public domain in the USA.,TRUE
36452,"Encyclopaedia Britannica, 11th Edition, ""Fairbanks, Erastus"" to ""Fens""
Volume 10, Slice 2",Various,116,en,Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
36453,"La guardia blanca
novela histórica escrita en inglés","Doyle, Arthur Conan",69,es,Browsing: History - Medieval/The Middle Ages/Browsing: History - Warfare/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
36454,"L'Illustration, No. 3694, 13 Décembre 1913",Various,116,fr,L'Illustration/Browsing: Culture/Civilization/Society/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
36455,Petit Glossaire des lettres de Madame de Sévigné,"Pilastre, Édouard",38280,fr,FR Langues/Browsing: Language & Communication/Browsing: Literature,Public domain in the USA.,TRUE
36456,"The Autobiography of an Electron
Wherein the Scientific Ideas of the Present Time Are Explained in an Interesting and Novel Fashion","Gibson, Charles R. (Charles Robert)",38281,en,Browsing: Science - Physics/Browsing: Science - General,Public domain in the USA.,TRUE
