SID,YEAR,MONTH,DAY,LAKE,STATE_PROV,SITE,ST_SITE,LATITUDE,LONGITUDE,GRID,STAT_DIST,LS_MGMT,SPECIES,STRAIN,NO_STOCKED,YEAR_CLASS,STAGE,AGEMONTH,MARK,MARK_EFF,TAG_NO,TAG_RET,LENGTH,WEIGHT,CONDITION,LOT_CODE,STOCK_METH,AGENCY,VALIDATION,NOTES
14411,1989,7,9,HU,MI,ASHMUN BAY,ASHMUN,,,104,MH1,,WAE,BD,24425,,ff,,NC,,,,36,9.25,0,P-WAE(BD)-W-89-TH-04,t,MIDNR,9,Marsh/Rearing pond release plants
14412,1989,7,9,HU,MI,OSBORN CAMP,OSBORN,,,104,MH1,,WAE,BD,20624,,ff,,NC,,,,36,7.81,0,P-WAE(BD)-W-89-TH-04,t,MIDNR,9,Marsh/Rearing pond release plants
14413,1989,7,10,HU,MI,POTOGONNISSING BAY-MCCORMIC CK,POTAGANNISING,,,207,MH1,,WAE,BD,49300,,ff,,NC,,,,38,22.4,0,P-WAE(BD)-W-89-TH-04,t,MIDNR,9,Marsh/Rearing pond release plants
14414,1989,7,10,SU,MN,FRENCH RIVER C RD 50,FRENCH,,,1302,M1,MN1,RBT,STT,2951,1989,fry,,XX,,,,,1,,,,MNDNR,9,stocked in 1 location
14415,1989,7,10,SU,MI,RIVER MOUTH,ONTONAGON,,,1318,MS2,MI2,WAE,BD,35040,,ff,,NC,,,,45,19.7,0,P-WAE(BD)-W-89-TH-01,t,MIDNR,9,Marsh/Rearing pond release plants
14416,1989,7,11,MI,MI,RULEAUS DOCK,,,,504,MM1,,WAE,BD,72558,,sf,,NC,,,,58,89,0,P-WAE(BD)-W-89-TH-03-02,t,MIDNR,9,Marsh/Rearing pond release plants
14417,1989,7,11,SU,MI,ONTONAGON RIVER MOUTH,ONTONAGON,,,1318,MS2,MI2,LAT,SMD,85900,1988,y,16,LP,,,,,2147.5,0,JR(SUP)88D-JR-HF,u,USFWS,8,
14418,1989,7,12,MI,MI,B B DENOC-KATES BAY,BIG BAY DE NOC,,,309,MM1,,WAE,BD,110963,,ff,,NC,,,,55,131,0,P-WAE(BD)-W-89-TH-03,t,MIDNR,9,Marsh/Rearing pond release plants
14419,1989,7,18,MI,WI,FOX RIVER VOYAGER PARK,,,,1001,WM1,,MUE,,2030,,f,,NC,,,,,2.27,0,,,WIDNR,9,
14420,1989,7,19,HU,MI,HESSEL,HESSEL,,,303,MH1,,SMB,,3800,,ff,,NC,,,,65,9,0,P-SMB( )-W-89-04,t,MIDNR,9,Marsh/Rearing pond release plants
14421,1989,7,19,MI,MI,B B DENOC - STURGEON R. 499 BR.,BIG BAY DE NOC,,,209,MM1,,WAE,BD,5695,,ff,,NC,,,,56,8.43,0,P-WAE(BD)-W-89-LB-TH,t,MIDNR,9,State plant by mich hatchery
14422,1989,7,20,MI,WI,TWO RIVERS,TWO RIVERS,,,1303,WM4,,BNT,,3000,,y,,NC,,,,,657.71,0,,,WIDNR,9,
14423,1989,7,20,MI,MI,BLACK BRIDGE,BLACK BRIDGE,,,1011,MM5,,RBT,SKA,15000,,ff,,NC,,,,81,78.1,0,P-RBT(SK)-W-89-SK-WL,t,MIDNR,9,State plant by mich hatchery
14424,1989,7,20,MI,MI,GARFIELD RD,,,,1710,MM7,,RBT,SKA,15000,,ff,,NC,,,,81,78.1,0,P-RBT(SK)-W-89-SK-WL,t,MIDNR,9,State plant by mich hatchery
14425,1989,7,20,MI,MI,PINE STREET,,,,1810,MM7,,RBT,SKA,30000,,ff,,NC,,,,81,154.9,0,P-RBT(SK)-W-89-SK-WL,t,MIDNR,9,State plant by mich hatchery
14426,1989,7,21,HU,MI,HESSEL,HESSEL,,,303,MH1,,SMB,,3637,,ff,,NC,,,,62,7.1,0,P-SMB( )-W-89-04,t,MIDNR,9,Marsh/Rearing pond release plants
14427,1989,7,21,MI,WI,SOUTH MILWAUKEE REEF,,,,2002,WM5,,BNT,,4500,,y,,NC,,,,,658.62,0,,,WIDNR,9,
14428,1989,7,24,HU,MI,FLOWER BAY-HILL ISLAND RD,FLOWER,,,304,MH1,,SMB,,8140,,ff,,NC,,,,52,16.6,0,P-SMB( )-W-89-04,t,MIDNR,9,Marsh/Rearing pond release plants
14429,1989,7,24,HU,MI,MUSCALLONGE BAY-4 MI BLOCK RD,MUSCALLONGE,,,303,MH1,,SMB,,7192,,ff,,NC,,,,52,14.6,0,P-SMB( )-W-89-04,t,MIDNR,9,Marsh/Rearing pond release plants
14430,1989,7,26,MI,MI,FORD RIVER,FORD RIVER,,,306,MM1,,SMB,,12034,,ff,,NC,,,,44,12.5,0,P-SMB( )-W-89-03,t,MIDNR,9,Marsh/Rearing pond release plants
14431,1989,7,28,HU,MI,HESSEL,HESSEL,,,303,MH1,,SMB,,6408,,ff,,NC,,,,52,12.3,0,P-SMB( )-W-89-04,t,MIDNR,9,Marsh/Rearing pond release plants
14432,1989,7,31,HU,MI,HESSEL,HESSEL,,,303,MH1,,SMB,,1300,,ff,,NC,,,,58,2.6,0,P-SMB( )-W-89-04,t,MIDNR,9,Marsh/Rearing pond release plants
14433,1989,7,,ON,ON,NIAGARA RIVER,NIAGARA,,,806,OO1,,WAE,CON,100,,,,NC,,,,,,,,,NYDEC,,
14434,1989,8,2,MI,WI,MILWAUKEE,,,,1901,WM5,,SMB,,27250,,f,,NC,,,,,28.12,0,,,WIDNR,9,
14435,1989,8,2,SU,MI,GRAND ISLAND BOAT DOCK,GRAND IS,,,1633,MS4,MI6,LAT,SMD,102700,1988,y,17,LP,,,,,2670.2,0,JR(SUP)88D-JR-HF,u,USFWS,8,
14436,1989,8,2,SU,MI,PRESQUE ISLE,PRESQUE ISLE,,,1529,MS4,MI5,LAT,SMD,52000,1988,y,17,LP,,,,,1404,0,JR(SUP)88D-JR-HF,u,USFWS,8,
14437,1989,8,3,HU,MI,S. S. MARIE,,,,104,MH1,,RBT,SH,3200,,y,,NC,,,,216,21.6,0,P-RBT(SH)-D-87-SH-EN-MT-HA,t,MIDNR,9,Marsh/Rearing pond release plants
14438,1989,8,3,SU,MI,BIG BAY,BIG BAY,,,1327,MS3,MI5,LAT,SMD,168400,1988,y,17,LP,,,,,4378.4,0,JR(SUP)88D-JR-HF,u,USFWS,8,
14439,1989,8,3,SU,MI,PRESQUE ISLE,PRESQUE ISLE,,,1529,MS4,MI5,LAT,SMD,59600,1988,y,17,LP,,,,,1668.8,0,JR(SUP)88D-JR-HF,u,USFWS,8,
14440,1989,8,4,SU,MI,BIG TRAVERSE BAY,BIG TRAVERSE,,,1125,MS3,MI4,LAT,SMD,54500,1988,y,17,LP,,,,,1417,0,JR(SUP)88D-JR-HF,u,USFWS,8,
14441,1989,8,8,MI,WI,GREEN BAY,,,,703,WM1,,BNT,,4760,,y,,NC,,,,,771.11,0,,,WIDNR,9,
14442,1989,8,21,MI,WI,BAILEY'S HARBOR,BAILEYS,,,706,WM3,,BNT,,18400,,f,,NC,,,,,725.75,0,,,WIDNR,9,
14443,1989,8,22,MI,WI,WESTERS - STURGEON BAY,WESTERS,,,905,WM3,,BNT,,10000,,f,,NC,,,,,391,0,,,WIDNR,9,
14444,1989,8,28,MI,WI,TWO RIVERS,TWO RIVERS,,,1303,WM4,,BNT,,12000,,f,,NC,,,,,680.39,0,,,WIDNR,9,
14445,1989,8,30,MI,WI,SURF CLUB MARINETTE,,,,703,,,BNT,,3675,,y,,NC,,,,,680.39,0,,,WIDNR,9,
14446,1989,8,31,MI,WI,MENOMINEE RIVER,,,,703,WM1,,BNT,,2940,,y,,NC,,,,,555.65,0,,,WIDNR,9,
14447,1989,9,5,MI,WI,STURGEON BAY,,,,905,WM3,,BNT,,15000,,f,,NC,,,,,641.83,0,,,WIDNR,9,
14448,1989,9,6,MI,WI,WASHINGTON ISLAND,,,,607,WM2,,BNT,,10000,,f,,NC,,,,,470.38,0,,,WIDNR,9,
14449,1989,9,7,HU,MI,MUSCALLONGE BAY-4 MI BLOCK RD,MUSCALLONGE,,,303,MH1,,MUE,NO,1893,,ff,,NC,,,,234,107.5,0,P-MUS(NO)-W-89-WL-04,t,MIDNR,9,Marsh/Rearing pond release plants
14450,1989,9,7,MI,WI,BAILEY'S HARBOR,BAILEYS,,,706,WM3,,BNT,,1600,,f,,NC,,,,,80.29,0,,,WIDNR,9,
14451,1989,9,7,MI,WI,MOONLIGHT BAY,,,,706,WM3,,BNT,,10000,,f,,NC,,,,,503.94,0,,,WIDNR,9,
14452,1989,9,12,MI,MI,SOUTH HAVEN 2311,,,,2311,MM8,,BNT,SL,20000,,ff,,NC,,,,125,428.1,0,P-BNT(SL)-D-88-WY-WL,t,MIDNR,9,State plant by mich hatchery
14453,1989,9,12,MI,WI,KEWAUNEE RIVER,,,,1104,WM4,,COS,,52977,,f,,LP,,,,,2395.42,0,,,WIDNR,9,
14454,1989,9,12,MI,WI,PORT WASHINGTON,,,,1701,WM5,,COS,,57970,,f,,NC,,,,,1362.14,0,,,WIDNR,9,
14455,1989,9,12,MI,MI,SAUGATUCK REEF,,,,2211,MM8,,RBT,MI,25000,,ff,,NC,,,,60,53.4,0,P-RBT(MI)-W-89-LM-WL,t,MIDNR,9,State plant by mich hatchery
14456,1989,9,12,MI,MI,SOUTH HAVEN 2311,,,,2311,MM8,,RBT,MI,30000,,ff,,NC,,,,60,64.1,0,P-RBT(MI)-W-89-LM-WL,t,MIDNR,9,State plant by mich hatchery
14457,1989,9,12,SU,MN,ST. LOUIS BAY C RD 23,ST LOUIS,,,1401,M1,MN1,WAE,STL,315,1989,f,,XX,,,,,13,,,,MNDNR,9,
14458,1989,9,12,SU,MN,ST. LOUIS BAY HWY 23,ST LOUIS,,,1401,M1,MN1,WAE,STL,99,1989,f,,XX,,,,,5,,,,MNDNR,9,mortality
14459,1989,9,12,ER,MI,YACHT CLUB,,,,603,MICH,,RBT,AR,33000,1989,ff,,NC,,,,107,615.55,,P-RBT(AR)-D-88-AR-MT-OD,,MIDNR,0,
14460,1989,9,13,MI,MI,NEW BUFFALO,,,,2708,MM8,,BNT,SL,20000,,ff,,NC,,,,132,506.3,0,P-BNT(SL)-D-88-WY-WL,t,MIDNR,9,State plant by mich hatchery
14461,1989,9,13,MI,WI,PIGEON RIVER,,,,1502,WM5,,COS,,45002,,f,,NC,,,,,1099.96,0,,,WIDNR,9,
14462,1989,9,13,MI,MI,MUSKEGON LAKE (OUTLET),,,,1810,MM7,,RBT,MI,25000,,ff,,NC,,,,60,52.5,0,P-RBT(MI)-W-89-LM-WL,t,MIDNR,9,State plant by mich hatchery
14463,1989,9,13,MI,MI,MUSKEGON LAKE (OUTLET),,,,1810,MM7,,RBT,SKA,18320,,ff,,NC,,,,105,209.5,0,P-RBT(SK)-W-89-SK-WL,t,MIDNR,9,State plant by mich hatchery
14464,1989,9,13,MI,MI,NEW BUFFALO,,,,2708,MM8,,RBT,MI,25000,,ff,,NC,,,,60,52.5,0,P-RBT(MI)-W-89-LM-WL,t,MIDNR,9,State plant by mich hatchery
14465,1989,9,14,MI,WI,ALGOMA,ALGOMA,,,1004,WM4,,BNT,,30000,,f,,NC,,,,,453.59,0,,,WIDNR,9,
14466,1989,9,14,MI,WI,PORT WASHINGTON,,,,1701,WM5,,BNT,,36000,,f,,NC,,,,,2130.52,0,,,WIDNR,9,
14467,1989,9,14,MI,WI,FOX RIVER VOYAGER PARK,,,,1001,WM1,,MUE,,280,,f,,NC,,,,,20.87,0,,,WIDNR,9,
14468,1989,9,15,SC,MI,PAS,PAS,,,306,SC,,RBT,MI,30000,,ff,,NC,,,,60,64.2,0,P-RBT(MI)-W-89-LM-WL,t,MIDNR,9,State plant by mich hatchery
14469,1989,9,15,SU,MN,ST. LOUIS BAY HWY 23,ST LOUIS,,,1401,M1,MN1,WAE,STL,720,1989,f,,XX,,,,,26,,,,MNDNR,9,8 mortalities
14470,1989,9,18,MI,WI,OCONTO RIVER,,,,802,WM1,,BNT,,12000,,f,,NC,,,,,674.04,0,,,WIDNR,9,
14471,1989,9,18,MI,WI,LITTLE RIVER,,,,703,WM1,,COS,,2000,,f,,NC,,,,,45.36,0,,,WIDNR,9,
14472,1989,9,18,MI,WI,MENOMONEE RIVER,,,,1901,WM5,,COS,,12000,,f,,NC,,,,,272.16,0,,,WIDNR,9,
14473,1989,9,18,MI,WI,PESHTIGO RIVER,,,,803,WM1,,COS,,10500,,f,,NC,,,,,238.14,0,,,WIDNR,9,
14474,1989,9,18,MI,MI,FISHERMANS ISLAND,,,,616,MM3,,LAT,SMD,100000,1989,ff,,LV,,,,94,637.06,2,JR(SUP)89D,t,USFWS,4,JRNFH -jac 4/98
14475,1989,9,19,HU,MI,HARBOR BEACH,HARBOR,,,1514,MH5,,LAT,SMD,300000,1989,ff,,RV,,,,,1800,0,JR(SUP)89D,u,USFWS,8,
14476,1989,9,19,MI,WI,OCONTO RIVER,,,,802,WM1,,BNT,,12000,,f,,NC,,,,,671.77,0,,,WIDNR,9,
14477,1989,9,19,MI,WI,SHEBOYGAN,SHEBOYGAN,,,1502,WM5,,BNT,,19800,,f,,NC,,,,,816.47,0,,,WIDNR,9,
14478,1989,9,19,MI,WI,MILWAUKEE RIVER,,,,1901,WM5,,COS,,32715,,f,,NC,,,,,813.29,0,,,WIDNR,9,
14479,1989,9,19,MI,WI,ROOT RIVER,,,,2102,WM6,,COS,,16321,,f,,NC,,,,,364.69,0,,,WIDNR,9,
14480,1989,9,19,MI,WI,FOX RIVER VOYAGER PARK,,,,1001,WM1,,MUE,,1341,,f,,NC,,,,,52.16,0,,,WIDNR,9,
14481,1989,9,19,SU,MN,ST. LOUIS BAY HWY 23,ST LOUIS,,,1401,M1,MN1,WAE,STL,3489,1989,f,,XX,,,,,86,,,,MNDNR,9,20 mortalities
14482,1989,9,19,ON,NY,BLACK RIVER,BLACK,,,424,NO2,,RBT,WAS x Salmon River,37500,1989,ff,5,NC,,,,,213.07,,,,NYDEC,,
14483,1989,9,19,ON,NY,LITTLE SODUS BAY,LITTLE SODUS,,,720,NO2,,RBT,WAS x Salmon River,37500,1989,ff,5,NC,,,,,213.07,,,,NYDEC,,
14484,1989,9,20,MI,WI,OCONTO RIVER,,,,802,WM1,,BNT,,12000,,f,,NC,,,,,691.27,0,,,WIDNR,9,
14485,1989,9,20,MI,WI,SHEBOYGAN,SHEBOYGAN,,,1502,WM5,,BNT,,17050,,f,,NC,,,,,601.46,0,,,WIDNR,9,
14486,1989,9,20,MI,MI,COAST GUARD STATION,COAST GUARD,,,1011,MM5,,BNT,PR,28500,,ff,,NC,,,,87,207.8,0,P-BNT(PR)-D-88-SA-WY-TH,t,MIDNR,9,State plant by mich hatchery
14487,1989,9,20,MI,MI,COAST GUARD STATION,COAST GUARD,,,1011,MM5,,BNT,PR,28500,,ff,,NC,,,,96,276.9,0,P-BNT(PR)-D-88-SA-WY-TH,t,MIDNR,9,State plant by mich hatchery
14488,1989,9,20,MI,WI,KENOSHA,KENOSHA,,,2202,WM6,,COS,,16350,,f,,NC,,,,,435.45,0,,,WIDNR,9,
14489,1989,9,20,MI,MI,HOLLAND,HOLLAND,,,2111,MM7,,RBT,WY,25000,,ff,,NC,,,,117,441.6,0,P-RBT(WY)-D-88-WS-WV-TH,t,MIDNR,9,State plant by mich hatchery
14490,1989,9,21,HU,MI,ADAMS POINT,ADAMS,,,607,MH1,,LAT,SMD,100000,1989,ff,,RV,,,,,700,0,JR(SUP)89D,u,USFWS,8,
14491,1989,9,21,HU,MI,STURGEON PT,,,,1010,MH3,,LAT,SMD,100000,1989,ff,,RV,,,,,700,0,JR(SUP)89D,u,USFWS,8,
14492,1989,9,21,MI,WI,KENOSHA,KENOSHA,,,2202,WM6,,BNT,,19500,,f,,NC,,,,,564.72,0,,,WIDNR,9,
14493,1989,9,21,MI,WI,PIGEON RIVER,,,,1502,WM5,,COS,,28500,,f,,NC,,,,,728.02,0,,,WIDNR,9,
14494,1989,9,21,MI,WI,PORT WASHINGTON,,,,1701,WM5,,COS,,15500,,f,,NC,,,,,413.68,0,,,WIDNR,9,
14495,1989,9,21,MI,WI,ROOT RIVER,,,,2102,WM6,,COS,,16000,,f,,NC,,,,,384.65,0,,,WIDNR,9,
14496,1989,9,22,MI,WI,ROOT RIVER,,,,2102,WM6,,COS,,5018,,f,,NC,,,,,117.93,0,,,WIDNR,9,
14497,1989,9,22,MI,MI,LITTLE TRAVERSE BAY,,,,519,MM3,,LAT,SMD,100000,1989,ff,8,LV,,,,92,596.05,2,JR(SUP)89D,t,USFWS,4,JRNFH -jac 4/98
14498,1989,9,24,MI,WI,GILL'S ROCK,,,,606,WM2,,COS,,20000,,f,,NC,,,,,571.53,0,,,WIDNR,9,
14499,1989,9,25,MI,WI,OCONTO RIVER,,,,802,WM1,,BNT,,12000,,f,,NC,,,,,791.97,0,,,WIDNR,9,
14500,1989,9,25,ON,NY,OSWEGO RIVER,OSWEGO,,,721,NO2,,ATS,PEN,290,1988,a,21,NC,,,,,6.53,,,,NYDEC,,
14501,1989,9,25,ON,NY,OSWEGO RIVER,OSWEGO,,,721,NO2,,ATS,PEN,3720,1989,ff,9,NC,,,,,17.5,,,,NYDEC,,
14502,1989,9,25,ON,NY,OSWEGO RIVER,OSWEGO,,,721,NO2,,ATS,PEN,1560,1989,ff,9,NC,,,,,32.83,,,,NYDEC,,
14503,1989,9,25,ON,NY,OSWEGO RIVER,OSWEGO,,,721,NO2,,ATS,PEN,2820,1989,ff,9,NC,,,,,16.96,,,,NYDEC,,
14504,1989,9,26,MI,WI,PESHTIGO RIVER,,,,803,WM1,,BNT,,12000,,f,,NC,,,,,747.07,0,,,WIDNR,9,
14505,1989,9,26,MI,MI,HOLLAND,HOLLAND,,,2111,MM7,,BNT,SL,18792,,ff,,NC,,,,139,559.3,0,P-BNT(SL)-D-88-WY-WL,t,MIDNR,9,State plant by mich hatchery
14506,1989,9,26,MI,MI,MONTAGUE,,,,1710,MM7,,BNT,SL,20000,,ff,,NC,,,,139,595.2,0,P-BNT(SL)-D-88-WY-WL,t,MIDNR,9,State plant by mich hatchery
14507,1989,9,26,MI,WI,KEWAUNEE RIVER,,,,1104,WM4,,COS,,16209,,f,,LP,,,,,796.51,0,,,WIDNR,9,
14508,1989,9,26,ON,NY,EIGHTEENMILE CREEK,EIGHTEENMILE,,,708,NO1,,COS,SAL,26700,1989,ff,10,NC,,,,,642.14,,,,NYDEC,,
14509,1989,9,27,HU,MI,AUSABLE RIVER MARINA,AU SABLE,,,1210,MH3,,RBT,MI,99994,,ff,,NC,,,,66,265,0,P-RBT(MI)-W-89-LM-WL,t,MIDNR,9,State plant by mich hatchery
14510,1989,9,27,HU,MI,MACKINAW CITY,MACKINAW,,,401,MH1,,RBT,WY,34000,,ff,,NC,,,,121,671.9,0,P-RBT(WY)-D-88-WS-WV-TH,t,MIDNR,9,State plant by mich hatchery
14511,1989,9,27,MI,WI,GREEN BAY,,,,703,WM1,,BNT,,5000,,f,,NC,,,,,294.84,0,,,WIDNR,9,
14512,1989,9,27,MI,WI,GREEN BAY,,,,703,WM1,,BNT,,7000,,f,,NC,,,,,431.37,0,,,WIDNR,9,
14513,1989,9,27,MI,WI,FOX RIVER VOYAGER PARK,,,,1001,WM1,,MUE,,380,,f,,NC,,,,,24.95,0,,,WIDNR,9,
14514,1989,9,27,MI,WI,MENOMINEE RIVER,,,,703,WM1,,MUE,,1350,,f,,RM,,,,,87.54,0,,,WIDNR,9,
14515,1989,9,27,MI,MI,RULEAUS DOCK,,,,504,MM1,,WAE,BD,2567,,ff,,NC,,,,90,36.4,0,P-WAE(BD)-W-89-TH-03-02,t,MIDNR,9,Marsh/Rearing pond release plants
14516,1989,9,27,ON,NY,SODUS BAY,,,,819,NO2,,COS,SAL,26700,1989,ff,10,NC,,,,,577.92,,,,NYDEC,,
14517,1989,9,27,ON,ON,NIAGARA RIVER,NIAGARA,,,806,OO1,,COS,SAL,22250,1989,ff,10,NC,,,,,481.6,,,,NYDEC,,
14518,1989,9,27,ER,NY,CANADAWAY CREEK,,,,425,NY,,COS,LOW,17800,1989,ff,10,NC,,,,140,909.09,1,,t,NYDEC,9,STOCKED AT MATTISON ST. BRIDGE
14519,1989,9,28,HU,MI,RIFLE RIVER,RIFLE,,,1507,MH4,,RBT,MI,100932,,ff,,NC,,,,65,258.5,0,P-RBT(MI)-W-89-LM-WL,t,MIDNR,9,State plant by mich hatchery
14520,1989,9,28,MI,WI,GREEN BAY,,,,703,WM1,,BNT,,7500,,f,,NC,,,,,457.22,0,,,WIDNR,9,
14521,1989,9,28,MI,WI,KEWAUNEE RIVER,,,,1104,WM4,,COS,,15760,,f,,LP,,,,,789.25,0,,,WIDNR,9,
14522,1989,9,28,MI,WI,KEWAUNEE RIVER,,,,1104,WM4,,COS,,40000,,f,,NC,,,,,1088.62,0,,,WIDNR,9,
14523,1989,9,28,SU,MN,ST. LOUIS BAY C RD 23,ST LOUIS,,,1401,M1,MN1,LAS,WR,7150,1988,f,,XX,,471610,,,298,,,,MNDNR,9,
14524,1989,9,28,ER,NY,CHAUTAUQUA CREEK,,,,424,NY,,COS,LOW,40000,1989,ff,10,NC,,,,140,477.27,1,,t,NYDEC,9,STOCKED AT BETT'S PROPERTY
14525,1989,9,29,HU,MI,RIFLE RIVER,RIFLE,,,1507,MH4,,RBT,MI,99452,,ff,,NC,,,,64,253.5,0,P-RBT(MI)-W-89-LM-WL,t,MIDNR,9,State plant by mich hatchery
14526,1989,9,29,ER,NY,S. BR. EIGHTEEN MILE CREEK,EIGHTEENMILE,,,228,NY,,COS,LOW,20000,1989,ff,10,NC,,,,140,477.27,1,,t,NYDEC,9,STOCKED AT ABANDONED BRIDGE ON JENNINGS ROAD
14527,1989,9,29,ER,NY,EIGHTEEN MILE CREEK,EIGHTEENMILE,,,228,NY,,COS,LOW,20000,1989,ff,10,NC,,,,140,1920,1,,t,NYDEC,9,STOCKED AT HAMBURG FILTRATION PLANT
14528,1989,9,30,MI,WI,GREEN BAY,,,,803,WM1,,BNT,,2500,,f,,NC,,,,,175.54,0,,,WIDNR,9,
14529,1989,9,30,MI,WI,PESHTIGO RIVER,,,,803,WM1,,BNT,,2500,,f,,NC,,,,,175.54,0,,,WIDNR,9,
14530,1989,9,,ON,NY,SODUS BAY,,,,819,NO2,,WAE,CON,500,1989,ff,6,NC,,,,,,,,,NYDEC,,
14531,1989,9,,ON,NY,PORT BAY,PORT BAY,,,819,NO2,,WAE,CON,5000,1989,ff,6,NC,,,,,,,,,NYDEC,,
14532,1989,10,2,HU,MI,AUSABLE RIVER MARINA,AU SABLE,,,1210,MH3,,RBT,MI,100000,,ff,,NC,,,,74,349.5,0,P-RBT(MI)-W-89-LM-WL,t,MIDNR,9,State plant by mich hatchery
14533,1989,10,2,MI,WI,KEWAUNEE RIVER,,,,1104,WM4,,COS,,26177,,f,,LP,,,,,1325.4,0,,,WIDNR,9,
14534,1989,10,2,MI,IL,FORT SHERIDAN,,,,2402,ILL,,LAT,SEN(89),27223,1989,ff,11,ADRP,,,,,653.35,0,IL(SEN)89W-BA-RO-SG,b,ILDNR,8,
14535,1989,10,2,ER,NY,CATTARAUGUS CREEK,,,,327,NY,,COS,LOW,82200,1989,ff,9,NC,,,,140,612.27,1,,t,NYDEC,9,STOCKED AT TAILRACE OF SPRINGVILLE DAM
14536,1989,10,3,MI,WI,KEWAUNEE RIVER,,,,1104,WM4,,COS,,5270,,f,,LP,,,,,249.02,0,,,WIDNR,9,
14537,1989,10,3,MI,MI,OLD MISSION POINT 816,,,,816,MM4,,LAT,SMD,100000,1989,ff,,LV,,,,,700,0,JR(SUP)89D,u,USFWS,8,
14538,1989,10,3,MI,MI,MONTAGUE,,,,1710,MM7,,RBT,MI,38462,,ff,,NC,,,,67,115.7,0,P-RBT(MI)-W-89-LM-WL,t,MIDNR,9,State plant by mich hatchery
14539,1989,10,4,HU,MI,MACKINAW CITY,MACKINAW,,,401,MH1,,RBT,WY,32000,,ff,,NC,,,,122,653,0,P-RBT(WY)-D-88-WS-WV-TH,t,MIDNR,9,State plant by mich hatchery
14540,1989,10,4,MI,MI,LEE'S REEF,LEE'S,,,815,MM4,,LAT,SMD,100000,1989,ff,,LV,,,,,1000,0,JR(SUP)89D,u,USFWS,8,
14541,1989,10,4,MI,WI,FOX RIVER VOYAGER PARK,,,,1001,WM1,,MUE,,460,,f,,NC,,,,,24.04,0,,,WIDNR,9,
14542,1989,10,4,MI,WI,GREEN BAY,,,,1001,WM1,,MUE,,1450,,f,,RM,,,,,74.84,0,,,WIDNR,9,
14543,1989,10,4,SU,MN,FRENCH RIVER C RD 61,FRENCH,,,1302,M1,MN1,RBT,KAM,6643,1988,y,,ADRP,,,,,4711,,,,MNDNR,9,
14544,1989,10,5,MI,WI,KEWAUNEE RIVER,,,,1104,WM4,,COS,,31000,,f,,NC,,,,,471.74,0,,,WIDNR,9,
14545,1989,10,5,MI,MI,SQUAW ISLAND SHOAL,,,,215,MM3,,LAT,SMD,100000,1989,ff,9,LV,,,,109,988.22,2,JR(SUP)89D,b,USFWS,4,JRNFH -jac 4/98
14546,1989,10,5,SU,MN,FRENCH RIVER C RD 61,FRENCH,,,1302,M1,MN1,RBT,KAM,6703,1988,y,,ADRP,,,,,4655,,,,MNDNR,9,
14547,1989,10,5,SU,MN,ST. LOUIS BAY HWY 23,ST LOUIS,,,1401,M1,MN1,WAE,STL,7653,1989,f,,XX,,,,,65,,,,MNDNR,9,52 mortalities
14548,1989,10,5,ON,NY,NORTH SANDY CREEK,NORTH SANDY,,,623,NO2,,COS,SAL,13350,1989,ff,10,NC,,,,,239.85,,,,NYDEC,,
14549,1989,10,5,ON,NY,SOUTH SANDY CREEK,,,,623,NO2,,COS,SAL,13350,1989,ff,10,NC,,,,,239.85,,,,NYDEC,,
14550,1989,10,5,ON,NY,OSWEGO RIVER,OSWEGO,,,721,NO2,,COS,SAL,26700,1989,ff,10,NC,,,,,479.7,,,,NYDEC,,
14551,1989,10,6,MI,WI,RACINE,,,,2102,WM6,,BNT,,15000,,f,,NC,,,,,344.73,0,,,WIDNR,9,
14552,1989,10,6,SU,MN,FRENCH RIVER C RD 61,FRENCH,,,1302,M1,MN1,RBT,KAM,7740,1988,y,,ADRP,,,,,5026,,,,MNDNR,9,
14553,1989,10,9,HU,MI,MACKINAW CITY,MACKINAW,,,401,MH1,,RBT,WY,34000,,ff,,NC,,,,125,755.5,0,P-RBT(WY)-D-88-WS-WV-TH,t,MIDNR,9,State plant by mich hatchery
14554,1989,10,9,MI,MI,GOOD HARBOR REEF,GOOD HARBOR,,,814,MM5,,LAT,SMD,250000,1989,ff,,LV,,,,,2500,0,JR(SUP)89D,b,USFWS,8,
14555,1989,10,9,SU,MI,WHITEFISH BAY-SALT POINT,WHITEFISH BAY,,,1644,MS6,MI8,LAT,MA,75000,1989,ff,,LP,,,,111,708,0,P-LAT(MA)-D-88-MA,t,MIDNR,9,State plant by mich hatchery
14556,1989,10,10,MI,WI,KENOSHA,KENOSHA,,,2202,WM6,,BNT,,14914,,f,,NC,,,,,743.44,0,,,WIDNR,9,
14557,1989,10,10,MI,WI,CLAY BANKS,CLAY BANKS,,,905,WM3,,LAT,SMD,320000,1989,ff,,LV,,,,,2880,0,JR(SUP)89D,u,USFWS,8,
14558,1989,10,10,SU,MI,WHITEFISH BAY-SALT POINT,WHITEFISH BAY,,,1644,MS6,MI8,LAT,MA,75000,1989,ff,,LP,,,,108,644,0,P-LAT(MA)-D-88-MA,t,MIDNR,9,State plant by mich hatchery
14559,1989,10,10,SU,MN,FRENCH RIVER C RD 61,FRENCH,,,1302,M1,MN1,RBT,KAM,5669,1988,y,,ADRP,,,,,3990,,,,MNDNR,9,2 mortalities
