id	title	author	year	total_weeks	first_week	debut_rank	best_rank
5437	THE HOUSES IN BETWEEN	Howard Spring	1952	37	1952-05-18	8	2
5438	THE HUCKSTERS	Frederic Wakeman	1946	32	1946-06-16	4	1
5439	THE HUMAN COMEDY	William Saroyan	1943	15	1943-03-08	4	2
544	ATTACHMENTS	Judith Rossner	1977	2	1977-11-06	6	14
5440	THE HUMAN FACTOR	Graham Greene	1978	20	1978-03-26	6	3
5441	THE HUNDRED DAYS	Patrick O'Brian	1998	5	1998-10-18	15	5
5442	THE HUNDRED SECRET SENSES	Amy Tan	1995	14	1995-11-05	14	3
5443	THE HUNT CLUB	John Lescroart	2006	5	2006-02-12	5	8
5444	THE HUNT FOR RED OCTOBER	Tom Clancy	1985	29	1985-03-24	5	2
5445	THE HUNTER	John Lescroart	2012	1	2012-01-22	12	16
5446	THE HUNTERS	W. E. B. Griffin	2007	6	2007-01-21	3	2
5447	THE HURRICANE	Charles Nordloff and James Norman Hall	1936	12	1936-02-17	2	2
5448	THE HURRICANE SISTERS	Dorothea Benton Frank	2014	5	2014-06-22	10	3
5449	THE HURRICANE YEARS	Cameron Hawley	1968	23	1968-10-20	1	5
545	AUDREY ROSE	Frank De Felitta	1976	2	1976-03-07	9	8
5450	THE HUSBAND	Dean Koontz	2006	9	2006-06-18	1	1
5451	THE HUSBAND LIST	Janet Evanovich	2013	2	2013-01-27	3	6
5452	THE HUSBAND'S SECRET	Liane Moriarty	2013	26	2013-08-25	16	9
5453	THE HUSH	John Hart	2018	1	2018-03-18	9	9
5454	THE ICARUS AGENDA	Robert Ludlum	1988	27	1988-03-13	12	1
5455	THE IDEAL BRIDE	Stephanie Laurens	2004	1	2004-03-21	1	11
5456	THE IDEAL MAN	Julie Garwood	2011	3	2011-08-28	10	2
5457	THE IDENTICALS	Elin Hilderbrand	2017	8	2017-07-02	15	2
5458	THE IDES OF MARCH	Thornton Wilder	1948	17	1948-03-07	6	1
5459	THE IMAGE MAKERS	Bernard Dryer	1958	20	1958-07-06	14	4
546	AUGUST	Judith Rossner	1983	19	1983-08-14	4	3
5460	THE IMMIGRANT'S DAUGHTER	Howard Fast	1985	8	1985-10-06	12	11
5461	THE IMMIGRANTS	Howard Fast	1977	22	1977-10-16	9	5
5462	THE IMMORTAL HIGHLANDER	Karen Marie Moning	2004	1	2004-08-22	4	12
5463	THE IMMORTAL NICHOLAS	Glenn Beck	2015	2	2015-11-15	13	13
5464	THE IMMORTALISTS	Chloe Benjamin	2018	7	2018-01-28	13	7
5465	THE IMPERFECTIONISTS	Tom Rachman	2010	4	2010-05-23	14	8
5466	THE INCIDENT	Marc Rivette	1957	2	1957-12-22	16	15
5467	THE INCREDIBLE JOURNEY	Sheila Burnford	1961	39	1961-05-07	14	9
5468	THE INDIA FAN	Victoria Holt	1988	2	1988-08-07	1	15
5469	THE INDWELLING	Tim LaHaye and Jerry B. Jenkins	2000	19	2000-06-11	6	1
547	AUGUST 1914	Aleksandr Solzhenitsyn	1972	29	1972-09-24	6	2
5470	THE INFINITE WOMAN	Edison Marshall	1950	1	1950-12-31	4	16
5471	THE INHERITORS	Harold Robbins	1969	21	1969-11-30	3	4
5472	THE INN	James Patterson and Candice Fox	2019	5	2019-08-25	14	2
5473	THE INN AT ROSE HARBOR	Debbie Macomber	2012	4	2012-09-02	15	2
5474	THE INNER CIRCLE	Brad Meltzer	2011	6	2011-01-30	10	1
5475	THE INNOCENT	David Baldacci	2012	12	2012-05-06	3	1
5476	THE INNOCENT	Harlan Coben	2005	4	2005-05-15	10	6
5477	THE INQUISITOR	Hugh Walpole	1935	3	1935-09-09	7	5
5478	THE INSPECTOR	Jan de Hartog	1960	1	1960-08-07	1	16
5479	THE INSTITUTE	Stephen King	2019	20	2019-09-29	12	1
548	AUNT BEL	Guy McCrone	1949	1	1949-06-12	3	13
5480	THE INSTRUMENT	John O'Hara	1967	12	1967-12-17	9	4
5481	THE INTERESTINGS	Meg Wolitzer	2013	4	2013-04-28	13	11
5482	THE INTERNS	Richard Frede	1960	8	1960-06-19	1	14
5483	THE INTERRUPTION OF EVERYTHING	Terry McMillan	2005	6	2005-08-07	5	2
5484	THE INVADERS PLAN	L. Ron Hubbard	1985	2	1985-12-01	1	13
5485	THE INVENTION OF WINGS	Sue Monk Kidd	2014	27	2014-01-26	5	1
5486	THE INVESTIGATION	Dorothy Uhnak	1977	13	1977-09-04	10	8
5487	THE INVESTIGATORS	W. E. B. Griffin	1998	6	1998-02-01	11	6
5488	THE INVISIBLE LIFE OF ADDIE LARUE	V.E. Schwab	2020	6	2020-10-25	3	4
5489	THE IRON MAIDEN	Edwin Lanham	1954	5	1954-09-19	15	11
549	AUNTIE MAME	Patrick Dennis	1955	112	1955-02-20	16	1
5490	THE IRON MISTRESS	Paul I. Wellman	1951	29	1951-08-12	12	5
5491	THE ISLAND	Elin Hilderbrand	2010	2	2010-07-25	10	10
5492	THE ISLAND	Heather Graham	2006	1	2006-03-19	13	15
5493	THE ISLAND	Peter Benchley	1979	18	1979-05-27	6	4
5494	THE ISLAND OF SEA WOMEN	Lisa See	2019	6	2019-03-24	4	8
5495	THE ISLAND OF THE DAY BEFORE	Umberto Eco	1995	6	1995-11-19	6	11
5496	THE IVORY MISCHIEF	Arthur Meeker	1942	1	1942-02-02	6	6
5497	THE IVY TREE	Mary Stewart	1962	19	1962-01-14	13	6
5498	THE JACKAL	J.R. Ward	2020	1	2020-09-06	13	8
5499	THE JANE AUSTEN BOOK CLUB	Karen Joy Fowler	2004	13	2004-05-23	6	7
55	A BREATH OF AIR	Rumer Godden	1951	2	1951-02-25	12	11
550	AURORA DAWN	Herman Wouk	1947	4	1947-05-11	3	8
5500	THE JANSON DIRECTIVE	Robert Ludlum	2002	4	2002-11-03	3	5
5501	THE JAPANESE LOVER	Isabel Allende	2015	1	2015-11-29	8	9
5502	THE JASMINE FARM	"""Elizabeth."	1934	5	1934-12-03	6	5
5503	THE JEALOUS KIND	James Lee Burke	2016	1	2016-09-18	16	8
5504	THE JEFFERSON KEY	Steve Berry	2011	5	2011-06-05	7	4
5505	THE JERICHO SANCTION	Oliver North and Joe Musser	2003	1	2003-09-28	4	13
5506	THE JESTER	James Patterson and Andrew Gross	2003	7	2003-03-23	8	1
5507	THE JESTER HAS LOST HIS JINGLE	written and illustrated by David Saltzman	1996	1	1996-03-24	10	16
5508	THE JETSETTERS	Amanda Eyre Ward	2020	1	2020-03-22	3	11
5509	THE JEW OF ROME	Lion Feuchwanger	1936	4	1936-01-20	4	4
551	AVENGER	Frederick Forsyth	2003	2	2003-10-19	4	12
5510	THE JOB	Janet Evanovich and Lee Goldberg	2014	2	2014-12-07	2	9
5511	THE JOLLY CHRISTMAS POSTMAN	written and illustrated by Janet and Allan Ahlberg	1991	5	1991-12-22	5	5
5512	THE JOURNAL OF EDWIN CARP	Richard Haydn	1954	2	1954-10-03	15	15
5513	THE JOURNALS OF ELEANOR DRUSE	NO AUTHOR	2004	1	2004-03-21	3	13
5514	THE JOURNEYER	Gary Jennings	1984	10	1984-02-05	5	9
5515	THE JOY LUCK CLUB	Amy Tan	1989	35	1989-04-09	6	3
5516	THE JOYFUL DELANEYS	Hugh Walpole	1938	1	1938-11-21	6	6
5517	THE JUDAS GATE	Jack Higgins	2011	1	2011-01-23	7	13
5518	THE JUDAS STRAIN	James Rollins	2007	5	2007-07-22	2	4
5519	THE JUDAS TREE	A.J. Cronin	1961	15	1961-11-12	13	8
552	AVENGER	William Shatner with Judith Reeves-Stevens and Garfield Reeves-Stevens	1997	3	1997-04-27	7	13
5520	THE JUDGE	Steve Martini	1996	7	1996-01-21	4	7
5521	THE JUNGLE	Clive Cussler with Jack Du Brul	2011	4	2011-03-27	14	1
5522	THE JUROR	George Dawes Green	1995	6	1995-03-05	5	8
5523	THE JURY	Steve Martini	2001	6	2001-07-15	2	4
5524	THE KALAHARI TYPING SCHOOL FOR MEN	Alexander McCall Smith	2003	1	2003-05-18	6	15
5525	THE KEEPSAKE	Tess Gerritsen	2008	2	2008-09-28	14	7
5526	THE KENNEL MURDER CASE	S. S. Van Dine	1933	3	1933-01-23	2	2
5527	THE KEPT WOMAN	Karin Slaughter	2016	2	2016-10-09	15	7
5528	THE KEY	Jun'ichiro Tanizaki	1961	1	1961-03-19	16	15
5529	THE KEY TO REBECCA	Ken Follett	1980	30	1980-09-28	9	1
553	AVENUE OF MYSTERIES	John Irving	2015	2	2015-11-22	5	5
5530	THE KEYS OF THE KINGDOM	A. J. Cronin	1941	31	1941-07-28	2	1
5531	THE KIDNAP MURDER CASE	S. S. Van Dine	1936	4	1936-10-26	8	7
5532	THE KILL ARTIST	Daniel Silva	2001	1	2001-01-28	3	12
5533	THE KILL LIST	Frederick Forsyth	2013	2	2013-09-08	14	9
5534	THE KILL ROOM	Jeffery Deaver	2013	2	2013-06-23	8	4
5535	THE KILL SWITCH	James Rollins and Grant Blackwood	2014	1	2014-06-01	1	10
5536	THE KILLING CLUB	Marcie Walsh with Michael Malone	2005	4	2005-03-06	3	11
5537	THE KILLING GAME	Iris Johansen	1999	2	1999-09-19	11	9
